 7A:96:2B:C6:CC:14 
 C2:DE:96:57:2A:E2 
-73
 32:67:18:2E:75:B4 
-94
 C8:50:FD:6A:14:EA 
-73
 FE:1A:BC:95:57:3C 
-77
 FE:1A:BC:95:57:3C 
-77
 EC:81:BC:0D:F1:DA 
-92
 AC:23:3F:24:C8:AD 
-47
 C2:DE:96:57:2A:E2 
-73
 C1:1D:BF:98:5A:3F 
-84
 32:67:18:2E:75:B4 
-96
 3D:AB:63:86:09:1D 
-68
 C8:50:FD:6A:14:EA 
-73
 EC:A5:DE:FB:86:3E 
-63
 AC:23:3F:24:C8:AD 
-66
 C2:DE:96:57:2A:E2 
-74
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-63
 C1:1D:BF:98:5A:3F 
-78
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-64
 C8:2E:E5:77:F2:AB 
-80
 C8:2E:E5:77:F2:AB 
-80
 32:67:18:2E:75:B4 
-81
 7A:96:2B:C6:CC:14 
-50
 35:AA:05:24:FA:21 
-81
 C8:50:FD:6A:14:EA 
-76
 F5:21:9F:4D:65:99 
-92
 F5:21:9F:4D:65:99 
-94
 32:67:18:2E:75:B4 
-95
 19:DB:25:8D:E8:61 
-50
 FF:DB:93:54:27:DF 
-83
 FF:DB:93:54:27:DF 
-83
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-79
 32:67:18:2E:75:B4 
-94
 35:AA:05:24:FA:21 
-94
 C8:50:FD:6A:14:EA 
-57
 EC:94:19:54:21:2F 
-73
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-58
 32:67:18:2E:75:B4 
-97
 C1:1D:BF:98:5A:3F 
-86
 32:67:18:2E:75:B4 
-96
 35:AA:05:24:FA:21 
-97
 C8:50:FD:6A:14:EA 
-72
 3D:AB:63:86:09:1D 
-51
 32:67:18:2E:75:B4 
-97
 C1:1D:BF:98:5A:3F 
-73
 32:67:18:2E:75:B4 
-95
 35:AA:05:24:FA:21 
-92
 C8:50:FD:6A:14:EA 
-74
 EC:81:BC:0D:F1:DA 
-70
 32:67:18:2E:75:B4 
-100
 19:DB:25:8D:E8:61 
-76
 C2:DE:96:57:2A:E2 
-57
 7A:96:2B:C6:CC:14 
-60
 7A:96:2B:C6:CC:14 
-60
 32:67:18:2E:75:B4 
-96
 35:AA:05:24:FA:21 
-81
 C8:50:FD:6A:14:EA 
-72
 AC:23:3F:24:B3:18 
-63
 AC:23:3F:24:B3:18 
-63
 EC:A5:DE:FB:86:3E 
-76
 FE:1A:BC:95:57:3C 
-78
 FE:1A:BC:95:57:3C 
-79
 C2:DE:96:57:2A:E2 
-72
 C1:1D:BF:98:5A:3F 
-72
 32:67:18:2E:75:B4 
-83
 7A:96:2B:C6:CC:14 
-45
 3D:AB:63:86:09:1D 
-75
 32:67:18:2E:75:B4 
-97
 C2:DE:96:57:2A:E2 
-56
 C1:1D:BF:98:5A:3F 
-74
 32:67:18:2E:75:B4 
-96
 EC:94:19:54:21:2F 
-72
 C8:50:FD:6A:14:EA 
-73
 C5:4D:FA:67:11:E7 
-80
 C5:4D:FA:67:11:E7 
-80
 35:AA:05:24:FA:21 
-97
 C2:DE:96:57:2A:E2 
-73
 FF:DB:93:54:27:DF 
-81
 FF:DB:93:54:27:DF 
-81
 19:DB:25:8D:E8:61 
-54
 C1:1D:BF:98:5A:3F 
-77
 AC:23:3F:24:B3:18 
-63
 32:67:18:2E:75:B4 
-95
 C8:50:FD:6A:14:EA 
-57
 35:AA:05:24:FA:21 
-96
 C2:1E:C0:99:5B:40 
-60
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-60
 C1:1D:BF:98:5A:3F 
-74
 AC:23:3F:24:C8:AD 
-56
 32:67:18:2E:75:B4 
-95
 EC:81:BC:0D:F1:DA 
-85
 C8:50:FD:6A:14:EA 
-74
 3D:AB:63:86:09:1D 
-52
 32:67:18:2E:75:B4 
-94
 AC:23:3F:24:C8:AD 
-71
 AC:23:3F:24:C8:AD 
-71
 C2:DE:96:57:2A:E2 
-73
 C8:50:FD:6A:14:EA 
-78
 7A:96:2B:C6:CC:14 
-64
 7A:96:2B:C6:CC:14 
-64
 EC:A5:DE:FB:86:3E 
-75
 AC:23:3F:24:B3:18 
-69
 AC:23:3F:24:C8:AD 
-51
 32:67:18:2E:75:B4 
-95
 35:AA:05:24:FA:21 
-97
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-71
 19:DB:25:8D:E8:61 
-51
 32:67:18:2E:75:B4 
-96
 C8:50:FD:6A:14:EA 
-60
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-61
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:C8:AD 
-55
 32:67:18:2E:75:B4 
-81
 35:AA:05:24:FA:21 
-99
 FE:1A:BC:95:57:3C 
-78
 FE:1A:BC:95:57:3C 
-77
 C1:1D:BF:98:5A:3F 
-71
 EC:94:19:54:21:2F 
-73
 32:67:18:2E:75:B4 
-96
 F5:21:9F:4D:65:99 
-97
 F5:21:9F:4D:65:99 
-95
 C8:50:FD:6A:14:EA 
-72
 32:67:18:2E:75:B4 
-99
 3D:AB:63:86:09:1D 
-77
 35:AA:05:24:FA:21 
-96
 7A:96:2B:C6:CC:14 
-62
 7A:96:2B:C6:CC:14 
-60
 C1:1D:BF:98:5A:3F 
-88
 35:AA:05:24:FA:21 
-91
 C8:50:FD:6A:14:EA 
-74
 C5:4D:FA:67:11:E7 
-82
 C5:4D:FA:67:11:E7 
-82
 7C:63:DA:E4:21:30 
-93
 AC:23:3F:24:B3:18 
-62
 C2:DE:96:57:2A:E2 
-77
 C1:1D:BF:98:5A:3F 
-71
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:B3:18 
-68
 EC:81:BC:0D:F1:DA 
-73
 C8:2E:E5:77:F2:AB 
-71
 C8:2E:E5:77:F2:AB 
-71
 FF:DB:93:54:27:DF 
-81
 FF:DB:93:54:27:DF 
-81
 7A:96:2B:C6:CC:14 
-63
 7A:96:2B:C6:CC:14 
-63
 AC:23:3F:24:C8:AD 
-52
 19:DB:25:8D:E8:61 
-62
 C8:50:FD:6A:14:EA 
-76
 32:67:18:2E:75:B4 
-94
 C2:DE:96:57:2A:E2 
-78
 7C:63:DA:E4:21:30 
-89
 32:67:18:2E:75:B4 
-98
 EC:A5:DE:FB:86:3E 
-77
 35:AA:05:24:FA:21 
-89
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-59
 32:67:18:2E:75:B4 
-95
 C1:1D:BF:98:5A:3F 
-68
 35:AA:05:24:FA:21 
-90
 C8:50:FD:6A:14:EA 
-77
 32:67:18:2E:75:B4 
-95
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-59
 C2:DE:96:57:2A:E2 
-75
 EC:94:19:54:21:2F 
-69
 C1:1D:BF:98:5A:3F 
-58
 32:67:18:2E:75:B4 
-83
 C8:50:FD:6A:14:EA 
-81
 19:DB:25:8D:E8:61 
-69
 7C:63:DA:E4:21:30 
-95
 32:67:18:2E:75:B4 
-96
 C1:1D:BF:98:5A:3F 
-68
 C2:DE:96:57:2A:E2 
-73
 FE:1A:BC:95:57:3C 
-75
 FE:1A:BC:95:57:3C 
-75
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-59
 32:67:18:2E:75:B4 
-94
 C8:50:FD:6A:14:EA 
-81
 AC:23:3F:24:B3:18 
-52
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-64
 32:67:18:2E:75:B4 
-97
 AC:23:3F:24:C8:AD 
-72
 35:AA:05:24:FA:21 
-88
 EC:81:BC:0D:F1:DA 
-85
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-71
 3D:AB:63:86:09:1D 
-69
 7C:63:DA:E4:21:30 
-95
 7C:63:DA:E4:21:30 
-96
 32:67:18:2E:75:B4 
-95
 C8:50:FD:6A:14:EA 
-86
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-60
 32:67:18:2E:75:B4 
-96
 35:AA:05:24:FA:21 
-98
 C5:4D:FA:67:11:E7 
-83
 C5:4D:FA:67:11:E7 
-82
 C2:DE:96:57:2A:E2 
-60
 C1:1D:BF:98:5A:3F 
-71
 EC:A5:DE:FB:86:3E 
-77
 AC:23:3F:24:C8:AD 
-47
 7C:63:DA:E4:21:30 
-96
 7C:63:DA:E4:21:30 
-96
 C8:50:FD:6A:14:EA 
-85
 FF:DB:93:54:27:DF 
-69
 19:DB:25:8D:E8:61 
-67
 32:67:18:2E:75:B4 
-97
 35:AA:05:24:FA:21 
-96
 32:67:18:2E:75:B4 
-94
 C2:1E:C0:99:5B:40 
-68
 AC:23:3F:24:B3:18 
-61
 C8:50:FD:6A:14:EA 
-85
 32:67:18:2E:75:B4 
-97
 EC:94:19:54:21:2F 
-75
 35:AA:05:24:FA:21 
-91
 C1:1D:BF:98:5A:3F 
-73
 32:67:18:2E:75:B4 
-94
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:B3:18 
-68
 35:AA:05:24:FA:21 
-77
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-73
 C2:DE:96:57:2A:E2 
-78
 C1:1D:BF:98:5A:3F 
-67
 32:67:18:2E:75:B4 
-95
 C8:50:FD:6A:14:EA 
-60
 19:DB:25:8D:E8:61 
-71
 EC:81:BC:0D:F1:DA 
-68
 32:67:18:2E:75:B4 
-94
 35:AA:05:24:FA:21 
-91
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-67
 32:67:18:2E:75:B4 
-97
 C8:50:FD:6A:14:EA 
-76
 32:67:18:2E:75:B4 
-93
 EC:A5:DE:FB:86:3E 
-74
 C2:DE:96:57:2A:E2 
-60
 C1:1D:BF:98:5A:3F 
-83
 3D:AB:63:86:09:1D 
-71
 32:67:18:2E:75:B4 
-84
 35:AA:05:24:FA:21 
-96
 C8:50:FD:6A:14:EA 
-75
 32:67:18:2E:75:B4 
-95
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-72
 C5:4D:FA:67:11:E7 
-89
 C5:4D:FA:67:11:E7 
-88
 35:AA:05:24:FA:21 
-95
 C8:50:FD:6A:14:EA 
-74
 FF:DB:93:54:27:DF 
-83
 FF:DB:93:54:27:DF 
-83
 EC:94:19:54:21:2F 
-74
 17:30:41:FB:A6:8A 
-67
 35:AA:05:24:FA:21 
-87
 32:67:18:2E:75:B4 
-80
 C2:DE:96:57:2A:E2 
-73
 C1:1D:BF:98:5A:3F 
-84
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-62
 C8:2E:E5:77:F2:AB 
-89
 C8:2E:E5:77:F2:AB 
-89
 32:67:18:2E:75:B4 
-87
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-57
 AC:23:3F:24:B3:18 
-62
 35:AA:05:24:FA:21 
-87
 32:67:18:2E:75:B4 
-79
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-71
 32:67:18:2E:75:B4 
-100
 3D:AB:63:86:09:1D 
-70
 C8:50:FD:6A:14:EA 
-74
 EC:81:BC:0D:F1:DA 
-84
 7A:96:2B:C6:CC:14 
-59
 7A:96:2B:C6:CC:14 
-59
 AC:23:3F:24:C8:AD 
-56
 32:67:18:2E:75:B4 
-95
 C2:DE:96:57:2A:E2 
-76
 C1:1D:BF:98:5A:3F 
-71
 35:AA:05:24:FA:21 
-98
 C8:50:FD:6A:14:EA 
-77
 32:67:18:2E:75:B4 
-95
 7C:63:DA:E4:21:30 
-97
 AC:23:3F:24:C8:AD 
-69
 AC:23:3F:24:B3:18 
-73
 17:30:41:FB:A6:8A 
-80
 C2:DE:96:57:2A:E2 
-61
 C1:1D:BF:98:5A:3F 
-72
 32:67:18:2E:75:B4 
-98
 FE:1A:BC:95:57:3C 
-62
 35:AA:05:24:FA:21 
-101
 C2:DE:96:57:2A:E2 
-76
 C1:1D:BF:98:5A:3F 
-72
 AC:23:3F:24:B3:18 
-45
 7A:96:2B:C6:CC:14 
-46
 C8:50:FD:6A:14:EA 
-75
 35:AA:05:24:FA:21 
-98
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-62
 EC:94:19:54:21:2F 
-62
 C8:2E:E5:77:F2:AB 
-91
 AC:23:3F:24:C8:AD 
-71
 AC:23:3F:24:C8:AD 
-71
 C2:DE:96:57:2A:E2 
-75
 32:67:18:2E:75:B4 
-93
 C1:1D:BF:98:5A:3F 
-72
 AC:23:3F:24:AF:81 
-89
 AC:23:3F:24:AF:81 
-88
 7C:63:DA:E4:21:30 
-88
 C5:4D:FA:67:11:E7 
-83
 C5:4D:FA:67:11:E7 
-83
 35:AA:05:24:FA:21 
-93
 7A:96:2B:C6:CC:14 
-62
 7A:96:2B:C6:CC:14 
-62
 FF:DB:93:54:27:DF 
-83
 FF:DB:93:54:27:DF 
-83
 C2:DE:96:57:2A:E2 
-75
 17:30:41:FB:A6:8A 
-71
 AC:23:3F:24:B3:18 
-51
 C8:50:FD:6A:14:EA 
-59
 32:67:18:2E:75:B4 
-97
 EC:81:BC:0D:F1:DA 
-69
 C2:1E:C0:99:5B:40 
-69
 C2:DE:96:57:2A:E2 
-75
 7A:96:2B:C6:CC:14 
-60
 7A:96:2B:C6:CC:14 
-62
 32:67:18:2E:75:B4 
-80
 C1:1D:BF:98:5A:3F 
-72
 3D:AB:63:86:09:1D 
-69
 EC:A5:DE:FB:86:3E 
-61
 7C:63:DA:E4:21:30 
-99
 C2:DE:96:57:2A:E2 
-74
 32:67:18:2E:75:B4 
-96
 C1:1D:BF:98:5A:3F 
-83
 7A:96:2B:C6:CC:14 
-60
 7A:96:2B:C6:CC:14 
-62
 C8:50:FD:6A:14:EA 
-59
 32:67:18:2E:75:B4 
-84
 35:AA:05:24:FA:21 
-90
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:B3:18 
-66
 7C:63:DA:E4:21:30 
-89
 AC:23:3F:24:C8:AD 
-71
 AC:23:3F:24:C8:AD 
-71
 C1:1D:BF:98:5A:3F 
-83
 17:30:41:FB:A6:8A 
-67
 C8:50:FD:6A:14:EA 
-78
 EC:94:19:54:21:2F 
-59
 35:AA:05:24:FA:21 
-93
 7A:96:2B:C6:CC:14 
-62
 7A:96:2B:C6:CC:14 
-62
 FE:1A:BC:95:57:3C 
-75
 FE:1A:BC:95:57:3C 
-76
 C2:DE:96:57:2A:E2 
-75
 32:67:18:2E:75:B4 
-90
 C1:1D:BF:98:5A:3F 
-72
 32:67:18:2E:75:B4 
-80
 35:AA:05:24:FA:21 
-94
 3D:AB:63:86:09:1D 
-67
 7A:96:2B:C6:CC:14 
-46
 C2:DE:96:57:2A:E2 
-76
 AC:23:3F:24:C8:AD 
-47
 C1:1D:BF:98:5A:3F 
-67
 EC:81:BC:0D:F1:DA 
-84
 32:67:18:2E:75:B4 
-94
 C5:4D:FA:67:11:E7 
-83
 C5:4D:FA:67:11:E7 
-83
 7C:63:DA:E4:21:30 
-88
 C2:DE:96:57:2A:E2 
-60
 32:67:18:2E:75:B4 
-97
 FF:DB:93:54:27:DF 
-82
 FF:DB:93:54:27:DF 
-83
 7A:96:2B:C6:CC:14 
-62
 7A:96:2B:C6:CC:14 
-62
 C1:1D:BF:98:5A:3F 
-68
 C8:50:FD:6A:14:EA 
-77
 17:30:41:FB:A6:8A 
-79
 AC:23:3F:24:C8:AD 
-72
 EC:A5:DE:FB:86:3E 
-75
 32:67:18:2E:75:B4 
-94
 7C:63:DA:E4:21:30 
-86
 C1:1D:BF:98:5A:3F 
-85
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:B3:18 
-66
 C8:2E:E5:77:F2:AB 
-71
 C8:2E:E5:77:F2:AB 
-71
 7A:96:2B:C6:CC:14 
-62
 7A:96:2B:C6:CC:14 
-62
 AC:23:3F:24:C8:AD 
-47
 AC:23:3F:24:B3:18 
-67
 32:67:18:2E:75:B4 
-96
 3D:AB:63:86:09:1D 
-80
 35:AA:05:24:FA:21 
-93
 C1:1D:BF:98:5A:3F 
-85
 EC:94:19:54:21:2F 
-77
 7C:63:DA:E4:21:30 
-97
 7C:63:DA:E4:21:30 
-96
 C8:50:FD:6A:14:EA 
-77
 32:67:18:2E:75:B4 
-87
 35:AA:05:24:FA:21 
-96
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-72
 7A:96:2B:C6:CC:14 
-51
 32:67:18:2E:75:B4 
-97
 C1:1D:BF:98:5A:3F 
-72
 C8:50:FD:6A:14:EA 
-69
 32:67:18:2E:75:B4 
-83
 17:30:41:FB:A6:8A 
-66
 35:AA:05:24:FA:21 
-94
 7C:63:DA:E4:21:30 
-97
 7C:63:DA:E4:21:30 
-95
 32:67:18:2E:75:B4 
-94
 FE:1A:BC:95:57:3C 
-75
 FE:1A:BC:95:57:3C 
-76
 7A:96:2B:C6:CC:14 
-47
 C1:1D:BF:98:5A:3F 
-72
 C8:50:FD:6A:14:EA 
-77
 35:AA:05:24:FA:21 
-93
 32:67:18:2E:75:B4 
-96
 7C:63:DA:E4:21:30 
-97
 7C:63:DA:E4:21:30 
-95
 C2:DE:96:57:2A:E2 
-73
 3D:AB:63:86:09:1D 
-68
 35:AA:05:24:FA:21 
-84
 7A:96:2B:C6:CC:14 
-46
 32:67:18:2E:75:B4 
-95
 EC:A5:DE:FB:86:3E 
-73
 35:AA:05:24:FA:21 
-93
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:B3:18 
-67
 C8:2E:E5:77:F2:AB 
-58
 C5:4D:FA:67:11:E7 
-83
 C5:4D:FA:67:11:E7 
-83
 AC:23:3F:24:C8:AD 
-67
 AC:23:3F:24:C8:AD 
-68
 32:67:18:2E:75:B4 
-88
 C2:DE:96:57:2A:E2 
-75
 C1:1D:BF:98:5A:3F 
-69
 32:67:18:2E:75:B4 
-95
 35:AA:05:24:FA:21 
-84
 17:30:41:FB:A6:8A 
-67
 7A:96:2B:C6:CC:14 
-46
 32:67:18:2E:75:B4 
-95
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-73
 EC:94:19:54:21:2F 
-79
 C2:1E:C0:99:5B:40 
-69
 C8:50:FD:6A:14:EA 
-76
 32:67:18:2E:75:B4 
-97
 35:AA:05:24:FA:21 
-93
 F5:21:9F:4D:65:99 
-98
 F5:21:9F:4D:65:99 
-97
 32:67:18:2E:75:B4 
-99
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-57
 AC:23:3F:24:B3:18 
-45
 3D:AB:63:86:09:1D 
-51
 C8:50:FD:6A:14:EA 
-74
 32:67:18:2E:75:B4 
-97
 35:AA:05:24:FA:21 
-79
 AC:23:3F:24:C8:AD 
-72
 32:67:18:2E:75:B4 
-100
 EC:81:BC:0D:F1:DA 
-72
 AC:23:3F:24:C8:AD 
-65
 C1:1D:BF:98:5A:3F 
-89
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-58
 C8:50:FD:6A:14:EA 
-75
 32:67:18:2E:75:B4 
-84
 35:AA:05:24:FA:21 
-93
 32:67:18:2E:75:B4 
-98
 C2:DE:96:57:2A:E2 
-74
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:B3:18 
-67
 C8:2E:E5:77:F2:AB 
-72
 C8:2E:E5:77:F2:AB 
-72
 C1:1D:BF:98:5A:3F 
-89
 AC:23:3F:24:C8:AD 
-67
 AC:23:3F:24:B3:18 
-73
 EC:A5:DE:FB:86:3E 
-60
 AC:23:3F:24:C8:AD 
-63
 AC:23:3F:24:C8:AD 
-64
 C8:50:FD:6A:14:EA 
-74
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-58
 32:67:18:2E:75:B4 
-97
 35:AA:05:24:FA:21 
-93
 C1:1D:BF:98:5A:3F 
-89
 3D:AB:63:86:09:1D 
-78
 AC:23:3F:24:C8:AD 
-72
 C8:50:FD:6A:14:EA 
-66
 AC:23:3F:24:B3:18 
-56
 C2:DE:96:57:2A:E2 
-74
 7A:96:2B:C6:CC:14 
-58
 7A:96:2B:C6:CC:14 
-58
 32:67:18:2E:75:B4 
-86
 EC:94:19:54:21:2F 
-73
 C5:4D:FA:67:11:E7 
-84
 C5:4D:FA:67:11:E7 
-84
 35:AA:05:24:FA:21 
-94
 AC:23:3F:24:AF:81 
-74
 AC:23:3F:24:AF:81 
-73
 C8:50:FD:6A:14:EA 
-77
 32:67:18:2E:75:B4 
-96
 FF:DB:93:54:27:DF 
-83
 FF:DB:93:54:27:DF 
-83
 C2:DE:96:57:2A:E2 
-59
 32:67:18:2E:75:B4 
-96
 C1:1D:BF:98:5A:3F 
-69
 AC:23:3F:24:B3:18 
-64
 32:67:18:2E:75:B4 
-97
