 EC:A5:DE:FB:86:3E 
 3D:AB:63:86:09:1D 
-72
 C1:1D:BF:98:5A:3F 
-71
 C2:DE:96:57:2A:E2 
-76
 AC:23:3F:24:B3:18 
-36
 AC:23:3F:24:B3:18 
-37
 AC:23:3F:24:B3:18 
-46
 C8:50:FD:6A:14:EA 
-73
 3B:A5:8E:EC:92:3F 
-74
 60:6D:BE:B8:00:35 
-59
 04:8C:B1:E4:96:DF 
-78
 6F:DC:E6:CA:45:8A 
-52
 AC:23:3F:24:B3:18 
-35
 68:3A:36:84:F9:41 
-95
 68:3A:36:84:F9:41 
-94
 4E:06:FB:F2:CE:AC 
-99
 C1:1D:BF:98:5A:3F 
-78
 C2:DE:96:57:2A:E2 
-75
 FE:1A:BC:95:57:3C 
-82
 C8:50:FD:6A:14:EA 
-72
 AC:23:3F:24:C8:AD 
-30
 04:8C:B1:E4:96:DF 
-99
 60:6D:BE:B8:00:35 
-70
 60:6D:BE:B8:00:35 
-70
 EC:A5:DE:FB:86:3E 
-75
 AC:23:3F:24:C8:AD 
-31
 04:8C:B1:E4:96:DF 
-77
 6F:DC:E6:CA:45:8A 
-67
 6F:DC:E6:CA:45:8A 
-68
 68:3A:36:84:F9:41 
-94
 68:3A:36:84:F9:41 
-94
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:C8:AD 
-32
 AC:23:3F:24:C8:AD 
-31
 04:8C:B1:E4:96:DF 
-91
 60:6D:BE:B8:00:35 
-64
 60:6D:BE:B8:00:35 
-83
 AC:23:3F:24:AF:81 
-77
 AC:23:3F:24:AF:81 
-77
 C5:4D:FA:67:11:E7 
-86
 C5:4D:FA:67:11:E7 
-85
 3D:AB:63:86:09:1D 
-56
 C8:50:FD:6A:14:EA 
-78
 3B:A5:8E:EC:92:3F 
-72
 EC:81:BC:0D:F1:DA 
-70
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-75
 AC:23:3F:24:B3:18 
-35
 C1:1D:BF:98:5A:3F 
-81
 04:8C:B1:E4:96:DF 
-93
 C2:DE:96:57:2A:E2 
-76
 60:6D:BE:B8:00:35 
-67
 60:6D:BE:B8:00:35 
-67
 FF:DB:93:54:27:DF 
-69
 AC:23:3F:24:B3:18 
-37
 AC:23:3F:24:B3:18 
-36
 6F:DC:E6:CA:45:8A 
-50
 68:3A:36:84:F9:41 
-86
 F5:21:9F:4D:65:99 
-98
 C1:1D:BF:98:5A:3F 
-62
 C2:DE:96:57:2A:E2 
-80
 4E:06:FB:F2:CE:AC 
-85
 04:8C:B1:E4:96:DF 
-96
 60:6D:BE:B8:00:35 
-58
 60:6D:BE:B8:00:35 
-69
 04:8C:B1:E4:96:DF 
-93
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-98
 C2:DE:96:57:2A:E2 
-76
 C8:50:FD:6A:14:EA 
-80
 EC:94:19:54:21:2F 
-58
 04:8C:B1:E4:96:DF 
-97
 3B:A5:8E:EC:92:3F 
-56
 EC:A5:DE:FB:86:3E 
-82
 60:6D:BE:B8:00:35 
-72
 60:6D:BE:B8:00:35 
-73
 C1:1D:BF:98:5A:3F 
-77
 04:8C:B1:E4:96:DF 
-94
 C8:50:FD:6A:14:EA 
-76
 FE:1A:BC:95:57:3C 
-91
 FE:1A:BC:95:57:3C 
-90
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-96
 C9:51:FE:6B:15:EB 
-73
 AC:23:3F:24:C8:AD 
-40
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-74
 C2:DE:96:57:2A:E2 
-61
 C8:50:FD:6A:14:EA 
-77
 60:6D:BE:B8:00:35 
-70
 60:6D:BE:B8:00:35 
-70
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-94
 AC:23:3F:24:B3:18 
-9
 C1:1D:BF:98:5A:3F 
-81
 C2:DE:96:57:2A:E2 
-79
 C8:50:FD:6A:14:EA 
-76
 3D:AB:63:86:09:1D 
-79
 60:6D:BE:B8:00:35 
-70
 60:6D:BE:B8:00:35 
-68
 04:8C:B1:E4:96:DF 
-89
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-68
 C1:1D:BF:98:5A:3F 
-79
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-96
 04:8C:B1:E4:96:DF 
-92
 C2:DE:96:57:2A:E2 
-80
 C8:50:FD:6A:14:EA 
-79
 FF:DB:93:54:27:DF 
-87
 FF:DB:93:54:27:DF 
-88
 4E:06:FB:F2:CE:AC 
-84
 EC:94:19:54:21:2F 
-76
 C8:50:FD:6A:14:EA 
-77
 C2:DE:96:57:2A:E2 
-80
 AC:23:3F:24:C8:AD 
-32
 AC:23:3F:24:C8:AD 
-31
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-68
 04:8C:B1:E4:96:DF 
-92
 AC:23:3F:24:C8:AD 
-30
 C1:1D:BF:98:5A:3F 
-80
 04:8C:B1:E4:96:DF 
-78
 C8:50:FD:6A:14:EA 
-77
 C2:DE:96:57:2A:E2 
-80
 C8:2E:E5:77:F2:AB 
-81
 C8:2E:E5:77:F2:AB 
-81
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-68
 04:8C:B1:E4:96:DF 
-76
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-72
 3B:A5:8E:EC:92:3F 
-56
 C1:1D:BF:98:5A:3F 
-76
 04:8C:B1:E4:96:DF 
-102
 EC:81:BC:0D:F1:DA 
-76
 60:6D:BE:B8:00:35 
-60
 04:8C:B1:E4:96:DF 
-92
 AC:23:3F:24:B3:18 
-36
 6F:DC:E6:CA:45:8A 
-47
 C8:50:FD:6A:14:EA 
-76
 04:8C:B1:E4:96:DF 
-92
 AC:23:3F:24:C8:AD 
-63
 04:8C:B1:E4:96:DF 
-92
 60:6D:BE:B8:00:35 
-58
 60:6D:BE:B8:00:35 
-58
 C1:1D:BF:98:5A:3F 
-69
 C8:50:FD:6A:14:EA 
-76
 C2:DE:96:57:2A:E2 
-65
 6F:DC:E6:CA:45:8A 
-64
 6F:DC:E6:CA:45:8A 
-64
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-96
 C5:4D:FA:67:11:E7 
-83
 C5:4D:FA:67:11:E7 
-83
 04:8C:B1:E4:96:DF 
-93
 3D:AB:63:86:09:1D 
-71
 EC:94:19:54:21:2F 
-75
 C1:1D:BF:98:5A:3F 
-71
 C8:50:FD:6A:14:EA 
-76
 60:6D:BE:B8:00:35 
-61
 60:6D:BE:B8:00:35 
-61
 EC:A5:DE:FB:86:3E 
-67
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-63
 68:3A:36:84:F9:41 
-95
 68:3A:36:84:F9:41 
-95
 04:8C:B1:E4:96:DF 
-93
 4E:06:FB:F2:CE:AC 
-100
 4E:06:FB:F2:CE:AC 
-97
 C8:2E:E5:77:F2:AB 
-81
 C8:2E:E5:77:F2:AB 
-78
 C1:1D:BF:98:5A:3F 
-69
 C8:50:FD:6A:14:EA 
-59
 04:8C:B1:E4:96:DF 
-81
 60:6D:BE:B8:00:35 
-59
 60:6D:BE:B8:00:35 
-60
 AC:23:3F:24:B3:18 
-36
 AC:23:3F:24:B3:18 
-36
 04:8C:B1:E4:96:DF 
-93
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-67
 68:3A:36:84:F9:41 
-87
 1D:AF:EF:D5:41:0E 
-101
 C1:1D:BF:98:5A:3F 
-77
 F5:21:9F:4D:65:99 
-87
 EC:81:BC:0D:F1:DA 
-72
 C8:50:FD:6A:14:EA 
-66
 04:8C:B1:E4:96:DF 
-84
 C2:DE:96:57:2A:E2 
-76
 04:8C:B1:E4:96:DF 
-92
 60:6D:BE:B8:00:35 
-67
 60:6D:BE:B8:00:35 
-69
 3D:AB:63:86:09:1D 
-59
 3B:A5:8E:EC:92:3F 
-68
 6F:DC:E6:CA:45:8A 
-65
 6F:DC:E6:CA:45:8A 
-67
 68:3A:36:84:F9:41 
-97
 68:3A:36:84:F9:41 
-98
 C2:DE:96:57:2A:E2 
-85
 C2:1E:C0:99:5B:40 
-84
 FE:1A:BC:95:57:3C 
-82
 FE:1A:BC:95:57:3C 
-94
 C9:51:FE:6B:15:EB 
-72
 C1:1D:BF:98:5A:3F 
-80
 60:6D:BE:B8:00:35 
-73
 C8:50:FD:6A:14:EA 
-78
 AC:23:3F:24:B3:18 
-38
 C2:DE:96:57:2A:E2 
-76
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-64
 68:3A:36:84:F9:41 
-94
 68:3A:36:84:F9:41 
-95
 04:8C:B1:E4:96:DF 
-81
 AC:23:3F:24:C8:AD 
-31
 EC:94:19:54:21:2F 
-74
 C1:1D:BF:98:5A:3F 
-79
 C8:50:FD:6A:14:EA 
-74
 04:8C:B1:E4:96:DF 
-93
 C8:2E:E5:77:F2:AB 
-81
 C2:DE:96:57:2A:E2 
-81
 60:6D:BE:B8:00:35 
-71
 60:6D:BE:B8:00:35 
-70
 60:6D:BE:B8:00:35 
-70
 1D:AF:EF:D5:41:0E 
-101
 04:8C:B1:E4:96:DF 
-94
 C5:4D:FA:67:11:E7 
-79
 68:3A:36:84:F9:41 
-81
 AC:23:3F:24:B3:18 
-39
 C8:50:FD:6A:14:EA 
-73
 C2:DE:96:57:2A:E2 
-72
 3B:A5:8E:EC:92:3F 
-70
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-73
 04:8C:B1:E4:96:DF 
-94
 60:6D:BE:B8:00:35 
-69
 4E:06:FB:F2:CE:AC 
-98
 EC:81:BC:0D:F1:DA 
-81
 FF:DB:93:54:27:DF 
-88
 FF:DB:93:54:27:DF 
-88
 C1:1D:BF:98:5A:3F 
-79
 C8:50:FD:6A:14:EA 
-72
 C2:DE:96:57:2A:E2 
-73
 AC:23:3F:24:B3:18 
-37
 04:8C:B1:E4:96:DF 
-94
 C1:1D:BF:98:5A:3F 
-86
 60:6D:BE:B8:00:35 
-51
 04:8C:B1:E4:96:DF 
-77
 C2:DE:96:57:2A:E2 
-73
 6F:DC:E6:CA:45:8A 
-67
 68:3A:36:84:F9:41 
-85
 1D:AF:EF:D5:41:0E 
-88
 4E:06:FB:F2:CE:AC 
-86
 C8:50:FD:6A:14:EA 
-67
 04:8C:B1:E4:96:DF 
-92
 C2:DE:96:57:2A:E2 
-75
 3B:A5:8E:EC:92:3F 
-54
 60:6D:BE:B8:00:35 
-55
 1D:AF:EF:D5:41:0E 
-86
 C8:2E:E5:77:F2:AB 
-79
 C8:2E:E5:77:F2:AB 
-79
 EC:94:19:54:21:2F 
-72
 6F:DC:E6:CA:45:8A 
-55
 68:3A:36:84:F9:41 
-85
 FE:1A:BC:95:57:3C 
-89
 FE:1A:BC:95:57:3C 
-89
 04:8C:B1:E4:96:DF 
-95
 AC:23:3F:24:B3:18 
-10
 C2:DE:96:57:2A:E2 
-71
 1D:AF:EF:D5:41:0E 
-89
 C1:1D:BF:98:5A:3F 
-76
 6F:DC:E6:CA:45:8A 
-67
 6F:DC:E6:CA:45:8A 
-68
 68:3A:36:84:F9:41 
-84
 AC:23:3F:24:C8:AD 
-38
 04:8C:B1:E4:96:DF 
-101
 C2:DE:96:57:2A:E2 
-72
 EC:81:BC:0D:F1:DA 
-75
 C1:1D:BF:98:5A:3F 
-77
 60:6D:BE:B8:00:35 
-60
 60:6D:BE:B8:00:35 
-60
 C8:50:FD:6A:14:EA 
-67
 04:8C:B1:E4:96:DF 
-98
 3D:AB:63:86:09:1D 
-70
 4E:06:FB:F2:CE:AC 
-90
 4E:06:FB:F2:CE:AC 
-91
 6F:DC:E6:CA:45:8A 
-51
 C2:DE:96:57:2A:E2 
-72
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-95
 3E:A9:9D:28:61:7D 
-77
 1D:AF:EF:D5:41:0E 
-85
 04:8C:B1:E4:96:DF 
-95
 C1:1D:BF:98:5A:3F 
-84
 1D:AF:EF:D5:41:0E 
-95
 C8:50:FD:6A:14:EA 
-83
 FF:DB:93:54:27:DF 
-89
 FF:DB:93:54:27:DF 
-89
 C2:DE:96:57:2A:E2 
-83
 60:6D:BE:B8:00:35 
-59
 60:6D:BE:B8:00:35 
-59
 1D:AF:EF:D5:41:0E 
-96
 6F:DC:E6:CA:45:8A 
-55
 04:8C:B1:E4:96:DF 
-76
 AC:23:3F:24:B3:18 
-37
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-75
 C8:50:FD:6A:14:EA 
-77
 AC:23:3F:24:C8:AD 
-32
 EC:94:19:54:21:2F 
-76
 AC:23:3F:24:B3:18 
-36
 AC:23:3F:24:B3:18 
-36
 04:8C:B1:E4:96:DF 
-91
 60:6D:BE:B8:00:35 
-44
 EC:A5:DE:FB:86:3E 
-72
 AC:23:3F:24:C8:AD 
-31
 6F:DC:E6:CA:45:8A 
-69
 6F:DC:E6:CA:45:8A 
-69
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-96
 C1:1D:BF:98:5A:3F 
-76
 C8:50:FD:6A:14:EA 
-73
 04:8C:B1:E4:96:DF 
-90
 C2:DE:96:57:2A:E2 
-73
 04:8C:B1:E4:96:DF 
-81
 3E:A9:9D:28:61:7D 
-83
 C2:1E:C0:99:5B:40 
-83
 C1:1D:BF:98:5A:3F 
-83
 AC:23:3F:24:AF:81 
-56
 C8:50:FD:6A:14:EA 
-73
 FE:1A:BC:95:57:3C 
-91
 FE:1A:BC:95:57:3C 
-92
 6F:DC:E6:CA:45:8A 
-67
 6F:DC:E6:CA:45:8A 
-69
 C2:DE:96:57:2A:E2 
-79
 C9:51:FE:6B:15:EB 
-59
 EC:81:BC:0D:F1:DA 
-83
 AC:23:3F:24:C8:AD 
-31
 AC:23:3F:24:C8:AD 
-31
 C8:50:FD:6A:14:EA 
-59
 C2:DE:96:57:2A:E2 
-64
 6F:DC:E6:CA:45:8A 
-69
 6F:DC:E6:CA:45:8A 
-71
 68:3A:36:84:F9:41 
-95
 68:3A:36:84:F9:41 
-95
 04:8C:B1:E4:96:DF 
-97
 AC:23:3F:24:C8:AD 
-31
 C1:1D:BF:98:5A:3F 
-91
 C8:50:FD:6A:14:EA 
-72
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-74
 3D:AB:63:86:09:1D 
-63
 3E:A9:9D:28:61:7D 
-71
 68:3A:36:84:F9:41 
-96
 68:3A:36:84:F9:41 
-96
 AC:23:3F:24:B3:18 
-38
 AC:23:3F:24:B3:18 
-36
 C1:1D:BF:98:5A:3F 
-78
 C8:50:FD:6A:14:EA 
-79
 04:8C:B1:E4:96:DF 
-91
 C2:DE:96:57:2A:E2 
-63
 EC:94:19:54:21:2F 
-73
 FF:DB:93:54:27:DF 
-71
 AC:23:3F:24:B3:18 
-37
 04:8C:B1:E4:96:DF 
-81
 EC:A5:DE:FB:86:3E 
-77
 60:6D:BE:B8:00:35 
-64
 60:6D:BE:B8:00:35 
-64
 C1:1D:BF:98:5A:3F 
-82
 6F:DC:E6:CA:45:8A 
-55
 C2:DE:96:57:2A:E2 
-76
 F5:21:9F:4D:65:99 
-95
 F5:21:9F:4D:65:99 
-99
 C1:1D:BF:98:5A:3F 
-81
 C8:50:FD:6A:14:EA 
-79
 04:8C:B1:E4:96:DF 
-90
 60:6D:BE:B8:00:35 
-49
 C2:DE:96:57:2A:E2 
-76
 6F:DC:E6:CA:45:8A 
-55
 EC:81:BC:0D:F1:DA 
-77
 04:8C:B1:E4:96:DF 
-92
 3E:A9:9D:28:61:7D 
-80
 C1:1D:BF:98:5A:3F 
-92
 04:8C:B1:E4:96:DF 
-91
 C2:DE:96:57:2A:E2 
-76
 FE:1A:BC:95:57:3C 
-97
 FE:1A:BC:95:57:3C 
-101
 60:6D:BE:B8:00:35 
-62
 60:6D:BE:B8:00:35 
-64
 C8:2E:E5:77:F2:AB 
-82
 C8:2E:E5:77:F2:AB 
-82
 04:8C:B1:E4:96:DF 
-89
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-64
 C1:1D:BF:98:5A:3F 
-74
 04:8C:B1:E4:96:DF 
-75
 C2:DE:96:57:2A:E2 
-77
 04:8C:B1:E4:96:DF 
-102
 60:6D:BE:B8:00:35 
-63
 60:6D:BE:B8:00:35 
-63
 C1:1D:BF:98:5A:3F 
-83
 6F:DC:E6:CA:45:8A 
-47
 C8:50:FD:6A:14:EA 
-81
 1D:AF:EF:D5:41:0E 
-85
 04:8C:B1:E4:96:DF 
-92
 EC:94:19:54:21:2F 
-73
 C2:DE:96:57:2A:E2 
-78
 C5:4D:FA:67:11:E7 
-72
 AC:23:3F:24:C8:AD 
-31
 EC:A5:DE:FB:86:3E 
-57
 4E:06:FB:F2:CE:AC 
-93
 4E:06:FB:F2:CE:AC 
-94
 3D:AB:63:86:09:1D 
-70
 04:8C:B1:E4:96:DF 
-101
 C1:1D:BF:98:5A:3F 
-77
 3E:A9:9D:28:61:7D 
-70
 60:6D:BE:B8:00:35 
-61
 60:6D:BE:B8:00:35 
-63
 04:8C:B1:E4:96:DF 
-83
 C2:DE:96:57:2A:E2 
-79
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-66
 68:3A:36:84:F9:41 
-97
 68:3A:36:84:F9:41 
-95
 FF:DB:93:54:27:DF 
-86
 FF:DB:93:54:27:DF 
-85
 AC:23:3F:24:AF:81 
-72
 AC:23:3F:24:AF:81 
-72
 F5:21:9F:4D:65:99 
-99
 C1:1D:BF:98:5A:3F 
-63
 C2:DE:96:57:2A:E2 
-80
 EC:81:BC:0D:F1:DA 
-81
 60:6D:BE:B8:00:35 
-88
 60:6D:BE:B8:00:35 
-88
 68:3A:36:84:F9:41 
-94
 68:3A:36:84:F9:41 
-94
 AC:23:3F:24:B3:18 
-36
 C8:2E:E5:77:F2:AB 
-67
 C1:1D:BF:98:5A:3F 
-77
 C8:50:FD:6A:14:EA 
-81
 4E:06:FB:F2:CE:AC 
-99
