 AC:23:3F:24:C8:AD 
 C2:DE:96:57:2A:E2 
-72
 AC:23:3F:24:C8:AD 
-61
 C1:1D:BF:98:5A:3F 
-70
 3C:EF:81:76:FF:51 
-93
 EC:A5:DE:FB:86:3E 
-81
 3C:EF:81:76:FF:51 
-94
 C8:50:FD:6A:14:EA 
-74
 6F:DC:E6:CA:45:8A 
-58
 6F:DC:E6:CA:45:8A 
-58
 0D:ED:6B:66:8F:15 
-70
 C1:1D:BF:98:5A:3F 
-80
 3C:EF:81:76:FF:51 
-88
 7C:63:DA:E4:21:30 
-90
 19:E5:E7:41:E6:D0 
-76
 AC:23:3F:24:AF:81 
-72
 AC:23:3F:24:AF:81 
-72
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-95
 C8:50:FD:6A:14:EA 
-79
 C2:DE:96:57:2A:E2 
-76
 AC:23:3F:24:B3:18 
-52
 C1:1D:BF:98:5A:3F 
-77
 6F:DC:E6:CA:45:8A 
-51
 3C:EF:81:76:FF:51 
-93
 AC:23:3F:24:B3:18 
-60
 AC:23:3F:24:C8:AD 
-59
 AC:23:3F:24:C8:AD 
-59
 3C:EF:81:76:FF:51 
-74
 19:E5:E7:41:E6:D0 
-97
 C8:50:FD:6A:14:EA 
-73
 3D:AB:63:86:09:1D 
-55
 C1:1D:BF:98:5A:3F 
-76
 FF:DB:93:54:27:DF 
-82
 FF:DB:93:54:27:DF 
-82
 AC:23:3F:24:C8:AD 
-58
 3C:EF:81:76:FF:51 
-94
 EC:94:19:54:21:2F 
-71
 6F:DC:E6:CA:45:8A 
-44
 AC:23:3F:24:C8:AD 
-59
 3C:EF:81:76:FF:51 
-88
 19:E5:E7:41:E6:D0 
-95
 7C:63:DA:E4:21:30 
-100
 7C:63:DA:E4:21:30 
-98
 C8:50:FD:6A:14:EA 
-72
 C2:DE:96:57:2A:E2 
-76
 EC:81:BC:0D:F1:DA 
-73
 C1:1D:BF:98:5A:3F 
-66
 0D:ED:6B:66:8F:15 
-66
 3C:EF:81:76:FF:51 
-80
 19:E5:E7:41:E6:D0 
-84
 3C:EF:81:76:FF:51 
-92
 6F:DC:E6:CA:45:8A 
-71
 6F:DC:E6:CA:45:8A 
-71
 19:E5:E7:41:E6:D0 
-96
 C8:50:FD:6A:14:EA 
-72
 C2:DE:96:57:2A:E2 
-60
 7C:63:DA:E4:21:30 
-98
 7C:63:DA:E4:21:30 
-99
 C1:1D:BF:98:5A:3F 
-85
 EC:A5:DE:FB:86:3E 
-59
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-100
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-84
 C8:50:FD:6A:14:EA 
-72
 3D:AB:63:86:09:1D 
-65
 AC:23:3F:24:C8:AD 
-50
 3C:EF:81:76:FF:51 
-78
 19:E5:E7:41:E6:D0 
-101
 C8:2E:E5:77:F2:AB 
-84
 C8:2E:E5:77:F2:AB 
-84
 FE:1A:BC:95:57:3C 
-95
 FE:1A:BC:95:57:3C 
-95
 7C:63:DA:E4:21:30 
-96
 7C:63:DA:E4:21:30 
-98
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-86
 C2:DE:96:57:2A:E2 
-78
 AC:23:3F:24:C8:AD 
-62
 AC:23:3F:24:C8:AD 
-62
 C1:1D:BF:98:5A:3F 
-82
 19:E5:E7:41:E6:D0 
-95
 0D:ED:6B:66:8F:15 
-67
 6F:DC:E6:CA:45:8A 
-61
 6F:DC:E6:CA:45:8A 
-62
 7C:63:DA:E4:21:30 
-96
 7C:63:DA:E4:21:30 
-97
 3C:EF:81:76:FF:51 
-88
 C8:50:FD:6A:14:EA 
-82
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-69
 3C:EF:81:76:FF:51 
-92
 EC:94:19:54:21:2F 
-62
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-65
 3C:EF:81:76:FF:51 
-87
 C8:50:FD:6A:14:EA 
-68
 EC:81:BC:0D:F1:DA 
-80
 C2:DE:96:57:2A:E2 
-59
 C2:1E:C0:99:5B:40 
-53
 7C:63:DA:E4:21:30 
-97
 7C:63:DA:E4:21:30 
-97
 AC:23:3F:24:B3:18 
-57
 19:E5:E7:41:E6:D0 
-86
 3D:AB:63:86:09:1D 
-69
 3C:EF:81:76:FF:51 
-82
 C9:51:FE:6B:15:EB 
-70
 19:E5:E7:41:E6:D0 
-101
 C8:50:FD:6A:14:EA 
-68
 C2:DE:96:57:2A:E2 
-59
 6F:DC:E6:CA:45:8A 
-65
 6F:DC:E6:CA:45:8A 
-65
 EC:A5:DE:FB:86:3E 
-75
 C1:1D:BF:98:5A:3F 
-83
 3C:EF:81:76:FF:51 
-93
 7C:63:DA:E4:21:30 
-100
 7C:63:DA:E4:21:30 
-97
 0D:ED:6B:66:8F:15 
-77
 C8:2E:E5:77:F2:AB 
-78
 C8:2E:E5:77:F2:AB 
-78
 AC:23:3F:24:B3:18 
-44
 3C:EF:81:76:FF:51 
-87
 F5:21:9F:4D:65:99 
-96
 F5:21:9F:4D:65:99 
-99
 C8:50:FD:6A:14:EA 
-70
 C2:DE:96:57:2A:E2 
-58
 19:E5:E7:41:E6:D0 
-93
 6F:DC:E6:CA:45:8A 
-66
 6F:DC:E6:CA:45:8A 
-68
 AC:23:3F:24:C8:AD 
-58
 AC:23:3F:24:C8:AD 
-59
 7C:63:DA:E4:21:30 
-97
 3C:EF:81:76:FF:51 
-82
 C8:50:FD:6A:14:EA 
-55
 C2:DE:96:57:2A:E2 
-75
 C1:1D:BF:98:5A:3F 
-67
 AC:23:3F:24:B3:18 
-41
 3C:EF:81:76:FF:51 
-94
 3D:AB:63:86:09:1D 
-66
 FE:1A:BC:95:57:3C 
-88
 FE:1A:BC:95:57:3C 
-88
 6F:DC:E6:CA:45:8A 
-65
 6F:DC:E6:CA:45:8A 
-67
 AC:23:3F:24:C8:AD 
-61
 3C:EF:81:76:FF:51 
-76
 C8:50:FD:6A:14:EA 
-71
 C2:DE:96:57:2A:E2 
-75
 7C:63:DA:E4:21:30 
-99
 AC:23:3F:24:C8:AD 
-58
 C1:1D:BF:98:5A:3F 
-68
 3C:EF:81:76:FF:51 
-95
 0D:ED:6B:66:8F:15 
-68
 EC:81:BC:0D:F1:DA 
-71
 3C:EF:81:76:FF:51 
-88
 C8:50:FD:6A:14:EA 
-56
 6F:DC:E6:CA:45:8A 
-50
 C2:DE:96:57:2A:E2 
-80
 C1:1D:BF:98:5A:3F 
-69
 7C:63:DA:E4:21:30 
-97
 3C:EF:81:76:FF:51 
-83
 C5:4D:FA:67:11:E7 
-93
 C5:4D:FA:67:11:E7 
-94
 3C:EF:81:76:FF:51 
-94
 AC:23:3F:24:B3:18 
-65
 C8:50:FD:6A:14:EA 
-70
 C8:2E:E5:77:F2:AB 
-75
 C8:2E:E5:77:F2:AB 
-75
 AC:23:3F:24:B3:18 
-57
 AC:23:3F:24:B3:18 
-57
 6F:DC:E6:CA:45:8A 
-64
 6F:DC:E6:CA:45:8A 
-66
 C1:1D:BF:98:5A:3F 
-74
 19:E5:E7:41:E6:D0 
-86
 3C:EF:81:76:FF:51 
-86
 7C:63:DA:E4:21:30 
-103
 3C:EF:81:76:FF:51 
-93
 C8:50:FD:6A:14:EA 
-67
 F5:21:9F:4D:65:99 
-95
 F5:21:9F:4D:65:99 
-95
 C1:1D:BF:98:5A:3F 
-56
 19:E5:E7:41:E6:D0 
-87
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-64
 0D:ED:6B:66:8F:15 
-65
 3C:EF:81:76:FF:51 
-85
 C8:50:FD:6A:14:EA 
-81
 7C:63:DA:E4:21:30 
-101
 C1:1D:BF:98:5A:3F 
-70
 19:E5:E7:41:E6:D0 
-87
 3C:EF:81:76:FF:51 
-96
 C8:50:FD:6A:14:EA 
-84
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-72
 7C:63:DA:E4:21:30 
-86
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-75
 EC:81:BC:0D:F1:DA 
-70
 3D:AB:63:86:09:1D 
-71
 FE:1A:BC:95:57:3C 
-72
 C8:50:FD:6A:14:EA 
-69
 C2:DE:96:57:2A:E2 
-62
 AC:23:3F:24:B3:18 
-41
 6F:DC:E6:CA:45:8A 
-61
 6F:DC:E6:CA:45:8A 
-61
 C1:1D:BF:98:5A:3F 
-73
 3C:EF:81:76:FF:51 
-79
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-72
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:C8:AD 
-58
 EC:A5:DE:FB:86:3E 
-73
 C8:50:FD:6A:14:EA 
-77
 C2:DE:96:57:2A:E2 
-60
 AC:23:3F:24:C8:AD 
-57
 AC:23:3F:24:C8:AD 
-58
 C1:1D:BF:98:5A:3F 
-73
 3C:EF:81:76:FF:51 
-77
 19:E5:E7:41:E6:D0 
-84
 6F:DC:E6:CA:45:8A 
-63
 6F:DC:E6:CA:45:8A 
-63
 C5:4D:FA:67:11:E7 
-90
 C5:4D:FA:67:11:E7 
-89
 3C:EF:81:76:FF:51 
-86
 19:E5:E7:41:E6:D0 
-86
 AC:23:3F:24:AF:81 
-73
 C2:DE:96:57:2A:E2 
-62
 C1:1D:BF:98:5A:3F 
-79
 3C:EF:81:76:FF:51 
-94
 C2:1E:C0:99:5B:40 
-79
 19:E5:E7:41:E6:D0 
-85
 6F:DC:E6:CA:45:8A 
-62
 6F:DC:E6:CA:45:8A 
-63
 3D:AB:63:86:09:1D 
-50
 3C:EF:81:76:FF:51 
-95
 C8:50:FD:6A:14:EA 
-73
 7C:63:DA:E4:21:30 
-84
 C1:1D:BF:98:5A:3F 
-58
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-85
 AC:23:3F:24:C8:AD 
-61
 AC:23:3F:24:C8:AD 
-61
 C8:50:FD:6A:14:EA 
-57
 EC:94:19:54:21:2F 
-87
 0D:ED:6B:66:8F:15 
-69
 C1:1D:BF:98:5A:3F 
-72
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-86
 EC:81:BC:0D:F1:DA 
-78
 7C:63:DA:E4:21:30 
-87
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-73
 AC:23:3F:24:B3:18 
-49
 3C:EF:81:76:FF:51 
-84
 19:E5:E7:41:E6:D0 
-83
 C1:1D:BF:98:5A:3F 
-74
 3C:EF:81:76:FF:51 
-95
 6F:DC:E6:CA:45:8A 
-49
 EC:A5:DE:FB:86:3E 
-76
 7C:63:DA:E4:21:30 
-97
 7C:63:DA:E4:21:30 
-96
 3C:EF:81:76:FF:51 
-87
 C8:50:FD:6A:14:EA 
-55
 19:E5:E7:41:E6:D0 
-94
 FE:1A:BC:95:57:3C 
-74
 C1:1D:BF:98:5A:3F 
-59
 3C:EF:81:76:FF:51 
-94
 19:E5:E7:41:E6:D0 
-86
 6F:DC:E6:CA:45:8A 
-62
 6F:DC:E6:CA:45:8A 
-62
 3C:EF:81:76:FF:51 
-86
 C8:50:FD:6A:14:EA 
-80
 C2:DE:96:57:2A:E2 
-60
 7C:63:DA:E4:21:30 
-99
 7C:63:DA:E4:21:30 
-99
 0D:ED:6B:66:8F:15 
-51
 C1:1D:BF:98:5A:3F 
-73
 3C:EF:81:76:FF:51 
-92
 C8:50:FD:6A:14:EA 
-79
 C5:4D:FA:67:11:E7 
-94
 C5:4D:FA:67:11:E7 
-95
 6F:DC:E6:CA:45:8A 
-60
 6F:DC:E6:CA:45:8A 
-60
 3C:EF:81:76:FF:51 
-91
 7C:63:DA:E4:21:30 
-86
 EC:94:19:54:21:2F 
-70
 3C:EF:81:76:FF:51 
-87
 19:E5:E7:41:E6:D0 
-85
 FF:DB:93:54:27:DF 
-85
 FF:DB:93:54:27:DF 
-86
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-73
 AC:23:3F:24:B3:18 
-50
 6F:DC:E6:CA:45:8A 
-58
 6F:DC:E6:CA:45:8A 
-59
 EC:81:BC:0D:F1:DA 
-68
 3C:EF:81:76:FF:51 
-88
 AC:23:3F:24:B3:18 
-42
 7C:63:DA:E4:21:30 
-98
 7C:63:DA:E4:21:30 
-100
 C8:50:FD:6A:14:EA 
-74
 3C:EF:81:76:FF:51 
-87
 19:E5:E7:41:E6:D0 
-76
 AC:23:3F:24:C8:AD 
-59
 AC:23:3F:24:C8:AD 
-59
 C2:DE:96:57:2A:E2 
-61
 F5:21:9F:4D:65:99 
-101
 EC:A5:DE:FB:86:3E 
-74
 6F:DC:E6:CA:45:8A 
-60
 6F:DC:E6:CA:45:8A 
-60
 3C:EF:81:76:FF:51 
-92
 19:E5:E7:41:E6:D0 
-86
 C2:DE:96:57:2A:E2 
-60
 C1:1D:BF:98:5A:3F 
-79
 3C:EF:81:76:FF:51 
-94
 AC:23:3F:24:AF:81 
-82
 AC:23:3F:24:AF:81 
-82
 C8:50:FD:6A:14:EA 
-76
 6F:DC:E6:CA:45:8A 
-44
 FE:1A:BC:95:57:3C 
-87
 FE:1A:BC:95:57:3C 
-88
 7C:63:DA:E4:21:30 
-100
 AC:23:3F:24:B3:18 
-57
 3C:EF:81:76:FF:51 
-87
 C2:DE:96:57:2A:E2 
-75
 AC:23:3F:24:C8:AD 
-58
 6F:DC:E6:CA:45:8A 
-59
 6F:DC:E6:CA:45:8A 
-59
 C1:1D:BF:98:5A:3F 
-70
 0D:ED:6B:66:8F:15 
-64
 AC:23:3F:24:B3:18 
-41
 EC:94:19:54:21:2F 
-84
 C8:50:FD:6A:14:EA 
-84
 AC:23:3F:24:C8:AD 
-59
 AC:23:3F:24:C8:AD 
-59
 C1:1D:BF:98:5A:3F 
-70
 3C:EF:81:76:FF:51 
-73
 6F:DC:E6:CA:45:8A 
-58
 6F:DC:E6:CA:45:8A 
-59
 C2:1E:C0:99:5B:40 
-69
 C8:50:FD:6A:14:EA 
-83
 C2:DE:96:57:2A:E2 
-79
 3C:EF:81:76:FF:51 
-80
 AC:23:3F:24:B3:18 
-74
 C9:51:FE:6B:15:EB 
-70
 3D:AB:63:86:09:1D 
-69
 EC:A5:DE:FB:86:3E 
-75
 C1:1D:BF:98:5A:3F 
-76
 19:E5:E7:41:E6:D0 
-85
 3C:EF:81:76:FF:51 
-88
 F5:21:9F:4D:65:99 
-99
 6F:DC:E6:CA:45:8A 
-62
 6F:DC:E6:CA:45:8A 
-62
 C8:50:FD:6A:14:EA 
-80
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-86
 0D:ED:6B:66:8F:15 
-71
 19:E5:E7:41:E6:D0 
-95
 C8:50:FD:6A:14:EA 
-82
 C2:DE:96:57:2A:E2 
-73
 3C:EF:81:76:FF:51 
-96
 6F:DC:E6:CA:45:8A 
-61
 6F:DC:E6:CA:45:8A 
-61
 C1:1D:BF:98:5A:3F 
-76
 3C:EF:81:76:FF:51 
-88
 C8:2E:E5:77:F2:AB 
-76
 C8:2E:E5:77:F2:AB 
-76
 C8:50:FD:6A:14:EA 
-78
 C2:DE:96:57:2A:E2 
-73
 AC:23:3F:24:B3:18 
-55
 C1:1D:BF:98:5A:3F 
-59
 FE:1A:BC:95:57:3C 
-83
 FE:1A:BC:95:57:3C 
-83
 6F:DC:E6:CA:45:8A 
-59
 6F:DC:E6:CA:45:8A 
-59
 EC:94:19:54:21:2F 
-80
 AC:23:3F:24:C8:AD 
-41
 7C:63:DA:E4:21:30 
-102
 19:E5:E7:41:E6:D0 
-84
 C8:50:FD:6A:14:EA 
-80
 C2:DE:96:57:2A:E2 
-61
 3C:EF:81:76:FF:51 
-93
 EC:81:BC:0D:F1:DA 
-73
 AC:23:3F:24:B3:18 
-58
 C1:1D:BF:98:5A:3F 
-73
 3C:EF:81:76:FF:51 
-88
 AC:23:3F:24:C8:AD 
-57
 19:E5:E7:41:E6:D0 
-85
 C8:50:FD:6A:14:EA 
-82
 C2:DE:96:57:2A:E2 
-77
 EC:A5:DE:FB:86:3E 
-73
 C1:1D:BF:98:5A:3F 
-73
 C5:4D:FA:67:11:E7 
-70
 3C:EF:81:76:FF:51 
-88
 C8:50:FD:6A:14:EA 
-70
 C2:DE:96:57:2A:E2 
-77
 6F:DC:E6:CA:45:8A 
-68
 6F:DC:E6:CA:45:8A 
-70
 3C:EF:81:76:FF:51 
-93
 AC:23:3F:24:AF:81 
-72
 AC:23:3F:24:AF:81 
-72
 C1:1D:BF:98:5A:3F 
-74
 7C:63:DA:E4:21:30 
-88
 3C:EF:81:76:FF:51 
-93
 19:E5:E7:41:E6:D0 
-94
 C8:50:FD:6A:14:EA 
-72
 3C:EF:81:76:FF:51 
-83
 AC:23:3F:24:B3:18 
-44
 6F:DC:E6:CA:45:8A 
-67
 6F:DC:E6:CA:45:8A 
-68
 C1:1D:BF:98:5A:3F 
-60
 3C:EF:81:76:FF:51 
-94
 0D:ED:6B:66:8F:15 
-70
 AC:23:3F:24:C8:AD 
-58
 C2:DE:96:57:2A:E2 
-74
 C8:50:FD:6A:14:EA 
-70
 3C:EF:81:76:FF:51 
-74
 AC:23:3F:24:C8:AD 
-60
 AC:23:3F:24:C8:AD 
-62
 AC:23:3F:24:C8:AD 
-61
 EC:94:19:54:21:2F 
-56
 C1:1D:BF:98:5A:3F 
-63
 3C:EF:81:76:FF:51 
-84
 EC:81:BC:0D:F1:DA 
-69
 C2:DE:96:57:2A:E2 
-74
 19:E5:E7:41:E6:D0 
-85
 C8:50:FD:6A:14:EA 
-56
 7C:63:DA:E4:21:30 
-99
 19:E5:E7:41:E6:D0 
-96
 C1:1D:BF:98:5A:3F 
-63
 3C:EF:81:76:FF:51 
-93
 FE:1A:BC:95:57:3C 
-86
 FE:1A:BC:95:57:3C 
-86
 3D:AB:63:86:09:1D 
-79
 19:E5:E7:41:E6:D0 
-74
 C8:50:FD:6A:14:EA 
-73
 EC:A5:DE:FB:86:3E 
-80
 6F:DC:E6:CA:45:8A 
-64
 6F:DC:E6:CA:45:8A 
-64
 3C:EF:81:76:FF:51 
-72
 7C:63:DA:E4:21:30 
-99
 19:E5:E7:41:E6:D0 
-85
 C1:1D:BF:98:5A:3F 
-77
 AC:23:3F:24:C8:AD 
-66
 C2:DE:96:57:2A:E2 
-64
 C8:50:FD:6A:14:EA 
-88
 0D:ED:6B:66:8F:15 
-51
 6F:DC:E6:CA:45:8A 
-61
 6F:DC:E6:CA:45:8A 
-61
 C1:1D:BF:98:5A:3F 
-65
 3C:EF:81:76:FF:51 
-94
 AC:23:3F:24:B3:18 
-50
 7C:63:DA:E4:21:30 
-101
 C8:50:FD:6A:14:EA 
-88
 C2:DE:96:57:2A:E2 
-79
 3C:EF:81:76:FF:51 
-87
 C2:1E:C0:99:5B:40 
-54
 19:E5:E7:41:E6:D0 
-87
 AC:23:3F:24:C8:AD 
-42
 C1:1D:BF:98:5A:3F 
-70
 6F:DC:E6:CA:45:8A 
-50
 C9:51:FE:6B:15:EB 
-83
 3D:AB:63:86:09:1D 
-70
 C8:50:FD:6A:14:EA 
-89
 3C:EF:81:76:FF:51 
-73
 EC:94:19:54:21:2F 
-82
 19:E5:E7:41:E6:D0 
-87
 C1:1D:BF:98:5A:3F 
-54
 3C:EF:81:76:FF:51 
-93
 EC:81:BC:0D:F1:DA 
-79
 C2:DE:96:57:2A:E2 
-80
 6F:DC:E6:CA:45:8A 
-45
 AC:23:3F:24:B3:18 
-60
 0D:ED:6B:66:8F:15 
-77
 3C:EF:81:76:FF:51 
-94
 7C:63:DA:E4:21:30 
-103
 19:E5:E7:41:E6:D0 
-86
 C1:1D:BF:98:5A:3F 
-69
 3C:EF:81:76:FF:51 
-92
 EC:A5:DE:FB:86:3E 
-74
 C2:DE:96:57:2A:E2 
-74
 3C:EF:81:76:FF:51 
-81
 6F:DC:E6:CA:45:8A 
-62
 6F:DC:E6:CA:45:8A 
-62
 19:E5:E7:41:E6:D0 
-87
 C1:1D:BF:98:5A:3F 
-70
 3C:EF:81:76:FF:51 
-92
 7C:63:DA:E4:21:30 
-98
 C2:DE:96:57:2A:E2 
-74
 C8:2E:E5:77:F2:AB 
-75
 C8:50:FD:6A:14:EA 
-93
 3D:AB:63:86:09:1D 
-66
 3C:EF:81:76:FF:51 
-80
 19:E5:E7:41:E6:D0 
-86
 6F:DC:E6:CA:45:8A 
-46
 3C:EF:81:76:FF:51 
-92
 F5:21:9F:4D:65:99 
-92
 F5:21:9F:4D:65:99 
-92
 AC:23:3F:24:C8:AD 
-59
 AC:23:3F:24:C8:AD 
-59
 C2:DE:96:57:2A:E2 
-76
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:B3:18 
-68
 0D:ED:6B:66:8F:15 
-69
 19:E5:E7:41:E6:D0 
-86
 AC:23:3F:24:C8:AD 
-41
 C1:1D:BF:98:5A:3F 
-69
 3C:EF:81:76:FF:51 
-87
 AC:23:3F:24:C8:AD 
-57
 6F:DC:E6:CA:45:8A 
-64
 6F:DC:E6:CA:45:8A 
-64
 C2:DE:96:57:2A:E2 
-65
 C5:4D:FA:67:11:E7 
-84
 C5:4D:FA:67:11:E7 
-85
 19:E5:E7:41:E6:D0 
-102
 EC:94:19:54:21:2F 
-83
 3C:EF:81:76:FF:51 
-95
 19:E5:E7:41:E6:D0 
-86
 C1:1D:BF:98:5A:3F 
-77
 EC:81:BC:0D:F1:DA 
-60
 3C:EF:81:76:FF:51 
-93
 C8:50:FD:6A:14:EA 
-81
 C2:DE:96:57:2A:E2 
-78
 3D:AB:63:86:09:1D 
-78
 3C:EF:81:76:FF:51 
-84
 F5:21:9F:4D:65:99 
-98
 F5:21:9F:4D:65:99 
-98
 19:E5:E7:41:E6:D0 
-96
 AC:23:3F:24:B3:18 
-66
 EC:A5:DE:FB:86:3E 
-80
 3C:EF:81:76:FF:51 
-92
 C2:DE:96:57:2A:E2 
-79
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-72
 3C:EF:81:76:FF:51 
-94
 AC:23:3F:24:B3:18 
-41
 19:E5:E7:41:E6:D0 
-87
 C1:1D:BF:98:5A:3F 
-78
 3C:EF:81:76:FF:51 
-88
 C2:DE:96:57:2A:E2 
-63
 C8:50:FD:6A:14:EA 
-80
 AC:23:3F:24:C8:AD 
-58
 AC:23:3F:24:C8:AD 
-59
 3C:EF:81:76:FF:51 
-94
 19:E5:E7:41:E6:D0 
-86
 C1:1D:BF:98:5A:3F 
-78
 6F:DC:E6:CA:45:8A 
-44
 6F:DC:E6:CA:45:8A 
-59
 C8:50:FD:6A:14:EA 
-79
 C2:DE:96:57:2A:E2 
-60
 FE:1A:BC:95:57:3C 
-86
 FE:1A:BC:95:57:3C 
-86
 3D:AB:63:86:09:1D 
-54
 AC:23:3F:24:B3:18 
-60
 19:E5:E7:41:E6:D0 
-73
 C1:1D:BF:98:5A:3F 
-79
 3C:EF:81:76:FF:51 
-88
 C8:50:FD:6A:14:EA 
-80
 EC:94:19:54:21:2F 
-80
 19:E5:E7:41:E6:D0 
-78
 6F:DC:E6:CA:45:8A 
-60
 6F:DC:E6:CA:45:8A 
-60
 3C:EF:81:76:FF:51 
-95
 0D:ED:6B:66:8F:15 
-78
 EC:81:BC:0D:F1:DA 
-63
