 AC:23:3F:24:B3:18 
 59:BB:3B:D1:32:EC 
-57
 EC:A5:DE:FB:86:3E 
-62
 C8:50:FD:6A:14:EA 
-81
 51:0A:50:56:9C:9B 
-65
 51:0A:50:56:9C:9B 
-65
 C2:DE:96:57:2A:E2 
-61
 EC:81:BC:0D:F1:DA 
-69
 67:84:DD:3E:D3:1B 
-64
 67:84:DD:3E:D3:1B 
-64
 C1:1D:BF:98:5A:3F 
-79
 C5:4D:FA:67:11:E7 
-92
 C5:4D:FA:67:11:E7 
-93
 F5:21:9F:4D:65:99 
-87
 F5:21:9F:4D:65:99 
-87
 EC:94:19:54:21:2F 
-57
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 C8:50:FD:6A:14:EA 
-71
 C2:DE:96:57:2A:E2 
-70
 51:0A:50:56:9C:9B 
-64
 51:0A:50:56:9C:9B 
-64
 C1:1D:BF:98:5A:3F 
-58
 67:84:DD:3E:D3:1B 
-71
 67:84:DD:3E:D3:1B 
-71
 FE:1A:BC:95:57:3C 
-82
 FE:1A:BC:95:57:3C 
-81
 C8:50:FD:6A:14:EA 
-73
 C8:2E:E5:77:F2:AB 
-63
 C2:DE:96:57:2A:E2 
-71
 C1:1D:BF:98:5A:3F 
-73
 51:0A:50:56:9C:9B 
-82
 51:0A:50:56:9C:9B 
-82
 AC:23:3F:24:B3:18 
-59
 67:84:DD:3E:D3:1B 
-72
 67:84:DD:3E:D3:1B 
-72
 C8:50:FD:6A:14:EA 
-73
 C2:DE:96:57:2A:E2 
-80
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-65
 C1:1D:BF:98:5A:3F 
-70
 AC:23:3F:24:B3:18 
-70
 AC:23:3F:24:B3:18 
-70
 C8:50:FD:6A:14:EA 
-72
 51:0A:50:56:9C:9B 
-72
 51:0A:50:56:9C:9B 
-72
 AC:23:3F:24:C8:AD 
-71
 C2:DE:96:57:2A:E2 
-80
 67:84:DD:3E:D3:1B 
-72
 67:84:DD:3E:D3:1B 
-72
 AC:23:3F:24:AF:81 
-64
 AC:23:3F:24:AF:81 
-65
 EC:A5:DE:FB:86:3E 
-72
 C1:1D:BF:98:5A:3F 
-69
 C2:1E:C0:99:5B:40 
-70
 59:BB:3B:D1:32:EC 
-69
 AC:23:3F:24:C8:AD 
-62
 C8:50:FD:6A:14:EA 
-58
 C2:DE:96:57:2A:E2 
-81
 FF:DB:93:54:27:DF 
-71
 51:0A:50:56:9C:9B 
-53
 C1:1D:BF:98:5A:3F 
-63
 67:84:DD:3E:D3:1B 
-71
 67:84:DD:3E:D3:1B 
-71
 EC:94:19:54:21:2F 
-69
 C8:50:FD:6A:14:EA 
-70
 F5:21:9F:4D:65:99 
-80
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-65
 C2:DE:96:57:2A:E2 
-74
 AC:23:3F:24:B3:18 
-56
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-74
 C1:1D:BF:98:5A:3F 
-68
 C5:4D:FA:67:11:E7 
-88
 C5:4D:FA:67:11:E7 
-88
 51:0A:50:56:9C:9B 
-52
 67:84:DD:3E:D3:1B 
-68
 67:84:DD:3E:D3:1B 
-68
 C8:50:FD:6A:14:EA 
-72
 C2:DE:96:57:2A:E2 
-61
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-65
 C1:1D:BF:98:5A:3F 
-72
 FE:1A:BC:95:57:3C 
-82
 FE:1A:BC:95:57:3C 
-82
 C8:50:FD:6A:14:EA 
-58
 51:0A:50:56:9C:9B 
-51
 AC:23:3F:24:B3:18 
-68
 67:84:DD:3E:D3:1B 
-51
 AC:23:3F:24:B3:18 
-69
 AC:23:3F:24:B3:18 
-71
 C2:DE:96:57:2A:E2 
-75
 59:BB:3B:D1:32:EC 
-61
 59:BB:3B:D1:32:EC 
-61
 C8:50:FD:6A:14:EA 
-68
 51:0A:50:56:9C:9B 
-71
 C1:1D:BF:98:5A:3F 
-68
 67:84:DD:3E:D3:1B 
-55
 EC:81:BC:0D:F1:DA 
-70
 C8:50:FD:6A:14:EA 
-78
 59:BB:3B:D1:32:EC 
-61
 59:BB:3B:D1:32:EC 
-61
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-66
 EC:94:19:54:21:2F 
-72
 51:0A:50:56:9C:9B 
-73
 51:0A:50:56:9C:9B 
-73
 C8:2E:E5:77:F2:AB 
-62
 67:84:DD:3E:D3:1B 
-63
 C8:50:FD:6A:14:EA 
-70
 C2:DE:96:57:2A:E2 
-74
 59:BB:3B:D1:32:EC 
-61
 59:BB:3B:D1:32:EC 
-61
 C1:1D:BF:98:5A:3F 
-70
 FF:DB:93:54:27:DF 
-81
 FF:DB:93:54:27:DF 
-82
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:C8:AD 
-52
 67:84:DD:3E:D3:1B 
-46
 C2:DE:96:57:2A:E2 
-71
 AC:23:3F:24:B3:18 
-75
 AC:23:3F:24:B3:18 
-61
 AC:23:3F:24:B3:18 
-61
 59:BB:3B:D1:32:EC 
-59
 59:BB:3B:D1:32:EC 
-61
 C5:4D:FA:67:11:E7 
-76
 C8:50:FD:6A:14:EA 
-71
 C2:DE:96:57:2A:E2 
-72
 51:0A:50:56:9C:9B 
-71
 51:0A:50:56:9C:9B 
-71
 C1:1D:BF:98:5A:3F 
-68
 59:BB:3B:D1:32:EC 
-59
 59:BB:3B:D1:32:EC 
-61
 C8:50:FD:6A:14:EA 
-89
 FE:1A:BC:95:57:3C 
-80
 FE:1A:BC:95:57:3C 
-80
 C2:DE:96:57:2A:E2 
-68
 C1:1D:BF:98:5A:3F 
-73
 AC:23:3F:24:C8:AD 
-75
 51:0A:50:56:9C:9B 
-62
 51:0A:50:56:9C:9B 
-62
 67:84:DD:3E:D3:1B 
-59
 67:84:DD:3E:D3:1B 
-60
 EC:81:BC:0D:F1:DA 
-70
 C8:50:FD:6A:14:EA 
-82
 AC:23:3F:24:C8:AD 
-73
 C8:2E:E5:77:F2:AB 
-69
 59:BB:3B:D1:32:EC 
-56
 59:BB:3B:D1:32:EC 
-56
 C2:DE:96:57:2A:E2 
-73
 EC:94:19:54:21:2F 
-66
 C1:1D:BF:98:5A:3F 
-68
 C8:50:FD:6A:14:EA 
-71
 AC:23:3F:24:B3:18 
-68
 67:84:DD:3E:D3:1B 
-59
 67:84:DD:3E:D3:1B 
-59
 59:BB:3B:D1:32:EC 
-55
 59:BB:3B:D1:32:EC 
-57
 F5:21:9F:4D:65:99 
-83
 AC:23:3F:24:B3:18 
-69
 AC:23:3F:24:B3:18 
-70
 C8:50:FD:6A:14:EA 
-73
 C2:1E:C0:99:5B:40 
-68
 C2:DE:96:57:2A:E2 
-76
 51:0A:50:56:9C:9B 
-78
 51:0A:50:56:9C:9B 
-78
 67:84:DD:3E:D3:1B 
-49
 C1:1D:BF:98:5A:3F 
-65
 FF:DB:93:54:27:DF 
-81
 FF:DB:93:54:27:DF 
-81
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:C8:AD 
-83
 C2:DE:96:57:2A:E2 
-67
 C1:1D:BF:98:5A:3F 
-67
 EC:A5:DE:FB:86:3E 
-70
 C5:4D:FA:67:11:E7 
-80
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-64
 F5:21:9F:4D:65:99 
-92
 C1:1D:BF:98:5A:3F 
-57
 C8:2E:E5:77:F2:AB 
-70
 C8:2E:E5:77:F2:AB 
-70
 EC:81:BC:0D:F1:DA 
-58
 51:0A:50:56:9C:9B 
-58
 67:84:DD:3E:D3:1B 
-53
 C8:50:FD:6A:14:EA 
-70
 EC:94:19:54:21:2F 
-79
 C2:DE:96:57:2A:E2 
-77
 FE:1A:BC:95:57:3C 
-75
 FE:1A:BC:95:57:3C 
-75
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-65
 C8:50:FD:6A:14:EA 
-67
 AC:23:3F:24:B3:18 
-50
 67:84:DD:3E:D3:1B 
-53
 C2:DE:96:57:2A:E2 
-66
 C1:1D:BF:98:5A:3F 
-68
 59:BB:3B:D1:32:EC 
-54
 F5:21:9F:4D:65:99 
-86
 F5:21:9F:4D:65:99 
-85
 C8:50:FD:6A:14:EA 
-67
 C2:DE:96:57:2A:E2 
-77
 C1:1D:BF:98:5A:3F 
-73
 67:84:DD:3E:D3:1B 
-62
 67:84:DD:3E:D3:1B 
-63
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-65
 C2:DE:96:57:2A:E2 
-77
 C1:1D:BF:98:5A:3F 
-73
 AC:23:3F:24:C8:AD 
-76
 AC:23:3F:24:AF:81 
-57
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-73
 51:0A:50:56:9C:9B 
-51
 EC:A5:DE:FB:86:3E 
-61
 67:84:DD:3E:D3:1B 
-54
 C8:50:FD:6A:14:EA 
-69
 C1:1D:BF:98:5A:3F 
-70
 C2:DE:96:57:2A:E2 
-63
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-65
 EC:81:BC:0D:F1:DA 
-57
 C8:50:FD:6A:14:EA 
-71
 EC:94:19:54:21:2F 
-71
 51:0A:50:56:9C:9B 
-78
 67:84:DD:3E:D3:1B 
-65
 67:84:DD:3E:D3:1B 
-65
 C5:4D:FA:67:11:E7 
-86
 C5:4D:FA:67:11:E7 
-87
 C1:1D:BF:98:5A:3F 
-59
 C2:DE:96:57:2A:E2 
-68
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-62
 C8:50:FD:6A:14:EA 
-67
 C1:1D:BF:98:5A:3F 
-69
 C2:DE:96:57:2A:E2 
-77
 67:84:DD:3E:D3:1B 
-66
 67:84:DD:3E:D3:1B 
-64
 51:0A:50:56:9C:9B 
-58
 C8:50:FD:6A:14:EA 
-78
 59:BB:3B:D1:32:EC 
-61
 59:BB:3B:D1:32:EC 
-61
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-83
 C1:1D:BF:98:5A:3F 
-68
 C2:DE:96:57:2A:E2 
-73
 67:84:DD:3E:D3:1B 
-60
 67:84:DD:3E:D3:1B 
-60
 C8:50:FD:6A:14:EA 
-78
 C1:1D:BF:98:5A:3F 
-70
 59:BB:3B:D1:32:EC 
-59
 59:BB:3B:D1:32:EC 
-61
 C2:DE:96:57:2A:E2 
-75
 EC:A5:DE:FB:86:3E 
-72
 67:84:DD:3E:D3:1B 
-60
 67:84:DD:3E:D3:1B 
-60
 51:0A:50:56:9C:9B 
-61
 51:0A:50:56:9C:9B 
-62
 C1:1D:BF:98:5A:3F 
-67
 EC:81:BC:0D:F1:DA 
-70
 C2:DE:96:57:2A:E2 
-76
 C2:1E:C0:99:5B:40 
-69
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-65
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 C9:51:FE:6B:15:EB 
-62
 F5:21:9F:4D:65:99 
-92
 EC:94:19:54:21:2F 
-67
 C1:1D:BF:98:5A:3F 
-73
 C2:DE:96:57:2A:E2 
-72
 51:0A:50:56:9C:9B 
-76
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 C1:1D:BF:98:5A:3F 
-70
 C2:DE:96:57:2A:E2 
-72
 C5:4D:FA:67:11:E7 
-73
 51:0A:50:56:9C:9B 
-92
 51:0A:50:56:9C:9B 
-73
 C8:50:FD:6A:14:EA 
-67
 C1:1D:BF:98:5A:3F 
-73
 59:BB:3B:D1:32:EC 
-40
 C2:DE:96:57:2A:E2 
-71
 FE:1A:BC:95:57:3C 
-81
 FE:1A:BC:95:57:3C 
-81
 C8:50:FD:6A:14:EA 
-67
 AC:23:3F:24:C8:AD 
-62
 C1:1D:BF:98:5A:3F 
-71
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-71
 C2:DE:96:57:2A:E2 
-63
 EC:A5:DE:FB:86:3E 
-71
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-65
 C8:50:FD:6A:14:EA 
-67
 C1:1D:BF:98:5A:3F 
-70
 AC:23:3F:24:C8:AD 
-65
 C2:DE:96:57:2A:E2 
-77
 51:0A:50:56:9C:9B 
-63
 51:0A:50:56:9C:9B 
-63
 EC:94:19:54:21:2F 
-67
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-64
 C1:1D:BF:98:5A:3F 
-69
 AC:23:3F:24:B3:18 
-61
 C2:DE:96:57:2A:E2 
-77
 67:84:DD:3E:D3:1B 
-64
 67:84:DD:3E:D3:1B 
-64
 51:0A:50:56:9C:9B 
-75
 51:0A:50:56:9C:9B 
-75
 C8:50:FD:6A:14:EA 
-68
 C1:1D:BF:98:5A:3F 
-73
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-64
 C2:DE:96:57:2A:E2 
-72
 C8:2E:E5:77:F2:AB 
-64
 C8:50:FD:6A:14:EA 
-56
 67:84:DD:3E:D3:1B 
-52
 51:0A:50:56:9C:9B 
-76
 51:0A:50:56:9C:9B 
-75
 C1:1D:BF:98:5A:3F 
-73
 AC:23:3F:24:C8:AD 
-70
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-65
 C5:4D:FA:67:11:E7 
-85
 C5:4D:FA:67:11:E7 
-85
 F5:21:9F:4D:65:99 
-86
 F5:21:9F:4D:65:99 
-86
 C8:50:FD:6A:14:EA 
-67
 C1:1D:BF:98:5A:3F 
-73
 67:84:DD:3E:D3:1B 
-79
 AC:23:3F:24:C8:AD 
-47
 AC:23:3F:24:C8:AD 
-62
 EC:A5:DE:FB:86:3E 
-71
 C2:DE:96:57:2A:E2 
-71
 51:0A:50:56:9C:9B 
-63
 AC:23:3F:24:B3:18 
-51
 59:BB:3B:D1:32:EC 
-62
 C8:50:FD:6A:14:EA 
-56
 EC:81:BC:0D:F1:DA 
-73
 C1:1D:BF:98:5A:3F 
-63
 67:84:DD:3E:D3:1B 
-58
 EC:94:19:54:21:2F 
-78
 59:BB:3B:D1:32:EC 
-60
 59:BB:3B:D1:32:EC 
-62
 67:84:DD:3E:D3:1B 
-66
 67:84:DD:3E:D3:1B 
-66
 C8:50:FD:6A:14:EA 
-78
 51:0A:50:56:9C:9B 
-61
 51:0A:50:56:9C:9B 
-63
 C1:1D:BF:98:5A:3F 
-68
 C8:2E:E5:77:F2:AB 
-70
 C8:2E:E5:77:F2:AB 
-70
 AC:23:3F:24:B3:18 
-62
 C2:DE:96:57:2A:E2 
-72
 59:BB:3B:D1:32:EC 
-45
 C8:50:FD:6A:14:EA 
-73
 C9:51:FE:6B:15:EB 
-78
 67:84:DD:3E:D3:1B 
-66
 67:84:DD:3E:D3:1B 
-66
 C2:DE:96:57:2A:E2 
-72
 AC:23:3F:24:C8:AD 
-61
 AC:23:3F:24:C8:AD 
-63
 AC:23:3F:24:C8:AD 
-75
 59:BB:3B:D1:32:EC 
-46
 AC:23:3F:24:B3:18 
-61
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:AF:81 
-71
 AC:23:3F:24:AF:81 
-71
 C8:50:FD:6A:14:EA 
-71
 F5:21:9F:4D:65:99 
-93
 EC:A5:DE:FB:86:3E 
-72
 AC:23:3F:24:C8:AD 
-61
 67:84:DD:3E:D3:1B 
-65
 67:84:DD:3E:D3:1B 
-66
 EC:81:BC:0D:F1:DA 
-71
 C8:50:FD:6A:14:EA 
-78
 59:BB:3B:D1:32:EC 
-62
 59:BB:3B:D1:32:EC 
-62
 C1:1D:BF:98:5A:3F 
-59
 C2:DE:96:57:2A:E2 
-73
 EC:94:19:54:21:2F 
-71
 67:84:DD:3E:D3:1B 
-66
 67:84:DD:3E:D3:1B 
-66
 C8:50:FD:6A:14:EA 
-57
 AC:23:3F:24:B3:18 
-69
 FE:1A:BC:95:57:3C 
-81
 FE:1A:BC:95:57:3C 
-81
 51:0A:50:56:9C:9B 
-75
 51:0A:50:56:9C:9B 
-75
 C1:1D:BF:98:5A:3F 
-58
 59:BB:3B:D1:32:EC 
-58
 59:BB:3B:D1:32:EC 
-58
 C2:DE:96:57:2A:E2 
-72
 C8:2E:E5:77:F2:AB 
-69
 C8:2E:E5:77:F2:AB 
-70
 C8:50:FD:6A:14:EA 
-72
 C1:1D:BF:98:5A:3F 
-73
 67:84:DD:3E:D3:1B 
-49
 51:0A:50:56:9C:9B 
-69
 C2:DE:96:57:2A:E2 
-66
 AC:23:3F:24:B3:18 
-58
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 C8:50:FD:6A:14:EA 
-71
 AC:23:3F:24:C8:AD 
-53
 C1:1D:BF:98:5A:3F 
-59
 AC:23:3F:24:B3:18 
-50
 67:84:DD:3E:D3:1B 
-60
 67:84:DD:3E:D3:1B 
-60
 C2:DE:96:57:2A:E2 
-73
 51:0A:50:56:9C:9B 
-64
 C8:50:FD:6A:14:EA 
-78
 C1:1D:BF:98:5A:3F 
-73
 C2:DE:96:57:2A:E2 
-72
 67:84:DD:3E:D3:1B 
-60
 C8:50:FD:6A:14:EA 
-70
 51:0A:50:56:9C:9B 
-63
 51:0A:50:56:9C:9B 
-63
 C1:1D:BF:98:5A:3F 
-73
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 EC:94:19:54:21:2F 
-51
 C2:DE:96:57:2A:E2 
-77
 C8:2E:E5:77:F2:AB 
-72
 C8:2E:E5:77:F2:AB 
-72
 C8:50:FD:6A:14:EA 
-62
 C5:4D:FA:67:11:E7 
-76
 C2:DE:96:57:2A:E2 
-78
 51:0A:50:56:9C:9B 
-75
 59:BB:3B:D1:32:EC 
-57
 59:BB:3B:D1:32:EC 
-57
 F5:21:9F:4D:65:99 
-100
 C8:50:FD:6A:14:EA 
-70
 AC:23:3F:24:B3:18 
-71
 C1:1D:BF:98:5A:3F 
-57
 FE:1A:BC:95:57:3C 
-70
 AC:23:3F:24:C8:AD 
-75
 AC:23:3F:24:C8:AD 
-75
 C2:DE:96:57:2A:E2 
-72
 51:0A:50:56:9C:9B 
-67
 59:BB:3B:D1:32:EC 
-47
 C8:50:FD:6A:14:EA 
-62
 C1:1D:BF:98:5A:3F 
-67
 AC:23:3F:24:C8:AD 
-75
 C2:DE:96:57:2A:E2 
-72
 EC:A5:DE:FB:86:3E 
-63
 C8:50:FD:6A:14:EA 
-68
 AC:23:3F:24:C8:AD 
-62
 51:0A:50:56:9C:9B 
-64
 51:0A:50:56:9C:9B 
-64
 C1:1D:BF:98:5A:3F 
-73
 59:BB:3B:D1:32:EC 
-47
 C2:DE:96:57:2A:E2 
-64
 EC:81:BC:0D:F1:DA 
-70
 F5:21:9F:4D:65:99 
-95
 F5:21:9F:4D:65:99 
-96
 AC:23:3F:24:C8:AD 
-53
 67:84:DD:3E:D3:1B 
-63
 67:84:DD:3E:D3:1B 
-63
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-74
 51:0A:50:56:9C:9B 
-47
 59:BB:3B:D1:32:EC 
-58
 59:BB:3B:D1:32:EC 
-58
 AC:23:3F:24:B3:18 
-62
 C8:50:FD:6A:14:EA 
-79
 FF:DB:93:54:27:DF 
-81
 FF:DB:93:54:27:DF 
-81
 C1:1D:BF:98:5A:3F 
-70
 67:84:DD:3E:D3:1B 
-63
 67:84:DD:3E:D3:1B 
-63
 C2:DE:96:57:2A:E2 
-73
 51:0A:50:56:9C:9B 
-75
 51:0A:50:56:9C:9B 
-75
 AC:23:3F:24:B3:18 
-60
 AC:23:3F:24:B3:18 
-62
 C8:50:FD:6A:14:EA 
-78
 C1:1D:BF:98:5A:3F 
-74
 C5:4D:FA:67:11:E7 
-87
 C5:4D:FA:67:11:E7 
-87
 F5:21:9F:4D:65:99 
-85
 F5:21:9F:4D:65:99 
-85
 C2:DE:96:57:2A:E2 
-72
 AC:23:3F:24:C8:AD 
-71
 67:84:DD:3E:D3:1B 
-63
 67:84:DD:3E:D3:1B 
-63
 C8:50:FD:6A:14:EA 
-67
 51:0A:50:56:9C:9B 
-76
 51:0A:50:56:9C:9B 
-75
 59:BB:3B:D1:32:EC 
-66
 59:BB:3B:D1:32:EC 
-66
 C1:1D:BF:98:5A:3F 
-60
 FE:1A:BC:95:57:3C 
-62
 EC:A5:DE:FB:86:3E 
-72
 67:84:DD:3E:D3:1B 
-63
 67:84:DD:3E:D3:1B 
-63
 C8:50:FD:6A:14:EA 
-78
 C1:1D:BF:98:5A:3F 
-69
 51:0A:50:56:9C:9B 
-67
 59:BB:3B:D1:32:EC 
-64
 59:BB:3B:D1:32:EC 
-65
 C2:DE:96:57:2A:E2 
-73
 C8:2E:E5:77:F2:AB 
-70
 C8:2E:E5:77:F2:AB 
-70
 F5:21:9F:4D:65:99 
-99
 C8:50:FD:6A:14:EA 
-69
 EC:94:19:54:21:2F 
-80
 C1:1D:BF:98:5A:3F 
-70
 C2:DE:96:57:2A:E2 
-64
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-64
 C8:50:FD:6A:14:EA 
-72
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:B3:18 
-79
 AC:23:3F:24:B3:18 
-79
 AC:23:3F:24:B3:18 
-70
 51:0A:50:56:9C:9B 
-75
 59:BB:3B:D1:32:EC 
-54
 F5:21:9F:4D:65:99 
-82
 67:84:DD:3E:D3:1B 
-66
 67:84:DD:3E:D3:1B 
-67
 C8:50:FD:6A:14:EA 
-61
 AC:23:3F:24:C8:AD 
-67
 C1:1D:BF:98:5A:3F 
-69
 AC:23:3F:24:AF:81 
-65
 AC:23:3F:24:AF:81 
-66
 51:0A:50:56:9C:9B 
-63
 51:0A:50:56:9C:9B 
-63
 59:BB:3B:D1:32:EC 
-65
 59:BB:3B:D1:32:EC 
-66
 C5:4D:FA:67:11:E7 
-78
 C5:4D:FA:67:11:E7 
-79
 EC:A5:DE:FB:86:3E 
-82
 AC:23:3F:24:C8:AD 
-75
 C8:50:FD:6A:14:EA 
-61
 C8:2E:E5:77:F2:AB 
-71
 C8:2E:E5:77:F2:AB 
-70
 67:84:DD:3E:D3:1B 
-67
 67:84:DD:3E:D3:1B 
-67
 EC:81:BC:0D:F1:DA 
-69
 C2:DE:96:57:2A:E2 
-67
 51:0A:50:56:9C:9B 
-52
 59:BB:3B:D1:32:EC 
-55
 EC:94:19:54:21:2F 
-67
 C8:50:FD:6A:14:EA 
-62
 C1:1D:BF:98:5A:3F 
-69
 F5:21:9F:4D:65:99 
-79
 67:84:DD:3E:D3:1B 
-56
 AC:23:3F:24:C8:AD 
-65
 C2:DE:96:57:2A:E2 
-77
 C8:50:FD:6A:14:EA 
-67
 59:BB:3B:D1:32:EC 
-49
 C1:1D:BF:98:5A:3F 
-74
 C2:DE:96:57:2A:E2 
-77
 AC:23:3F:24:B3:18 
-59
 AC:23:3F:24:B3:18 
-89
 C8:50:FD:6A:14:EA 
-67
 C1:1D:BF:98:5A:3F 
-71
 59:BB:3B:D1:32:EC 
-45
 51:0A:50:56:9C:9B 
-74
 51:0A:50:56:9C:9B 
-74
 C2:DE:96:57:2A:E2 
-72
 C2:1E:C0:99:5B:40 
-73
 F5:21:9F:4D:65:99 
-99
 C8:50:FD:6A:14:EA 
-52
 67:84:DD:3E:D3:1B 
-60
 67:84:DD:3E:D3:1B 
-61
 C1:1D:BF:98:5A:3F 
-73
 C8:2E:E5:77:F2:AB 
-73
 C8:2E:E5:77:F2:AB 
-73
 FF:DB:93:54:27:DF 
-80
 FF:DB:93:54:27:DF 
-80
 C2:DE:96:57:2A:E2 
-72
 59:BB:3B:D1:32:EC 
-59
 59:BB:3B:D1:32:EC 
-60
 C8:50:FD:6A:14:EA 
-72
 C1:1D:BF:98:5A:3F 
-60
 EC:81:BC:0D:F1:DA 
-73
 67:84:DD:3E:D3:1B 
-61
 67:84:DD:3E:D3:1B 
-61
 C5:4D:FA:67:11:E7 
-79
 C5:4D:FA:67:11:E7 
-78
 EC:94:19:54:21:2F 
-79
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:B3:18 
-62
 AC:23:3F:24:C8:AD 
-76
 AC:23:3F:24:C8:AD 
-75
 59:BB:3B:D1:32:EC 
-45
 51:0A:50:56:9C:9B 
-64
 51:0A:50:56:9C:9B 
-64
 C8:50:FD:6A:14:EA 
-72
 C1:1D:BF:98:5A:3F 
-61
 F5:21:9F:4D:65:99 
-88
