 FF:DB:93:54:27:DF 
 C8:2E:E5:77:F2:AB 
-85
 C8:2E:E5:77:F2:AB 
-86
 C2:DE:96:57:2A:E2 
-71
 32:67:18:2E:75:B4 
-95
 4A:FE:12:57:4B:09 
-95
 4A:FE:12:57:4B:09 
-94
 C8:50:FD:6A:14:EA 
-78
 32:67:18:2E:75:B4 
-89
 F5:21:9F:4D:65:99 
-97
 F5:21:9F:4D:65:99 
-96
 1E:2A:9F:D6:CC:12 
-74
 35:AA:05:24:FA:21 
-93
 C2:DE:96:57:2A:E2 
-80
 AC:23:3F:24:B3:18 
-71
 C1:1D:BF:98:5A:3F 
-82
 C8:50:FD:6A:14:EA 
-69
 C5:4D:FA:67:11:E7 
-74
 C5:4D:FA:67:11:E7 
-75
 7A:96:2B:C6:CC:14 
-63
 7A:96:2B:C6:CC:14 
-63
 35:AA:05:24:FA:21 
-79
 C2:DE:96:57:2A:E2 
-68
 32:67:18:2E:75:B4 
-90
 C1:1D:BF:98:5A:3F 
-83
 AC:23:3F:24:C8:AD 
-63
 C8:50:FD:6A:14:EA 
-70
 FF:DB:93:54:27:DF 
-93
 FF:DB:93:54:27:DF 
-94
 4A:FE:12:57:4B:09 
-97
 4A:FE:12:57:4B:09 
-98
 3D:AB:63:86:09:1D 
-53
 35:AA:05:24:FA:21 
-94
 C2:DE:96:57:2A:E2 
-58
 7C:63:DA:E4:21:30 
-90
 EC:81:BC:0D:F1:DA 
-87
 7A:96:2B:C6:CC:14 
-64
 7A:96:2B:C6:CC:14 
-63
 35:AA:05:24:FA:21 
-89
 C8:50:FD:6A:14:EA 
-55
 32:67:18:2E:75:B4 
-90
 1E:2A:9F:D6:CC:12 
-70
 C2:DE:96:57:2A:E2 
-60
 4A:FE:12:57:4B:09 
-98
 4A:FE:12:57:4B:09 
-97
 AC:23:3F:24:C8:AD 
-48
 C8:2E:E5:77:F2:AB 
-88
 C8:2E:E5:77:F2:AB 
-88
 7C:63:DA:E4:21:30 
-98
 35:AA:05:24:FA:21 
-89
 7A:96:2B:C6:CC:14 
-52
 32:67:18:2E:75:B4 
-89
 AC:23:3F:24:AF:81 
-77
 AC:23:3F:24:AF:81 
-77
 C2:DE:96:57:2A:E2 
-74
 35:AA:05:24:FA:21 
-87
 C2:1E:C0:99:5B:40 
-81
 C1:1D:BF:98:5A:3F 
-81
 4A:FE:12:57:4B:09 
-101
 C8:50:FD:6A:14:EA 
-75
 35:AA:05:24:FA:21 
-74
 FE:1A:BC:95:57:3C 
-85
 FE:1A:BC:95:57:3C 
-86
 32:67:18:2E:75:B4 
-90
 7A:96:2B:C6:CC:14 
-62
 3D:AB:63:86:09:1D 
-51
 C2:DE:96:57:2A:E2 
-71
 35:AA:05:24:FA:21 
-93
 AC:23:3F:24:C8:AD 
-57
 C9:51:FE:6B:15:EB 
-69
 EC:94:19:54:21:2F 
-56
 32:67:18:2E:75:B4 
-95
 35:AA:05:24:FA:21 
-89
 C8:50:FD:6A:14:EA 
-79
 32:67:18:2E:75:B4 
-94
 1E:2A:9F:D6:CC:12 
-50
 35:AA:05:24:FA:21 
-93
 C1:1D:BF:98:5A:3F 
-72
 7A:96:2B:C6:CC:14 
-60
 7A:96:2B:C6:CC:14 
-61
 32:67:18:2E:75:B4 
-90
 AC:23:3F:24:C8:AD 
-64
 C8:50:FD:6A:14:EA 
-70
 32:67:18:2E:75:B4 
-94
 C5:4D:FA:67:11:E7 
-77
 C5:4D:FA:67:11:E7 
-77
 EC:81:BC:0D:F1:DA 
-76
 C1:1D:BF:98:5A:3F 
-72
 7C:63:DA:E4:21:30 
-89
 32:67:18:2E:75:B4 
-89
 AC:23:3F:24:B3:18 
-69
 AC:23:3F:24:B3:18 
-69
 7A:96:2B:C6:CC:14 
-61
 7A:96:2B:C6:CC:14 
-61
 C8:50:FD:6A:14:EA 
-73
 FF:DB:93:54:27:DF 
-86
 FF:DB:93:54:27:DF 
-84
 35:AA:05:24:FA:21 
-94
 3D:AB:63:86:09:1D 
-73
 C1:1D:BF:98:5A:3F 
-58
 32:67:18:2E:75:B4 
-90
 C8:50:FD:6A:14:EA 
-73
 35:AA:05:24:FA:21 
-91
 7C:63:DA:E4:21:30 
-97
 EC:A5:DE:FB:86:3E 
-84
 C2:DE:96:57:2A:E2 
-85
 1E:2A:9F:D6:CC:12 
-53
 C1:1D:BF:98:5A:3F 
-77
 32:67:18:2E:75:B4 
-94
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-66
 C8:50:FD:6A:14:EA 
-59
 35:AA:05:24:FA:21 
-78
 32:67:18:2E:75:B4 
-88
 7C:63:DA:E4:21:30 
-99
 7C:63:DA:E4:21:30 
-98
 C2:DE:96:57:2A:E2 
-59
 EC:94:19:54:21:2F 
-74
 35:AA:05:24:FA:21 
-93
 7A:96:2B:C6:CC:14 
-63
 F5:21:9F:4D:65:99 
-97
 F5:21:9F:4D:65:99 
-99
 C8:50:FD:6A:14:EA 
-72
 35:AA:05:24:FA:21 
-90
 32:67:18:2E:75:B4 
-87
 FE:1A:BC:95:57:3C 
-77
 FE:1A:BC:95:57:3C 
-78
 C2:DE:96:57:2A:E2 
-73
 AC:23:3F:24:B3:18 
-64
 7C:63:DA:E4:21:30 
-87
 3D:AB:63:86:09:1D 
-69
 32:67:18:2E:75:B4 
-88
 7A:96:2B:C6:CC:14 
-90
 7A:96:2B:C6:CC:14 
-90
 C8:50:FD:6A:14:EA 
-76
 35:AA:05:24:FA:21 
-76
 AC:23:3F:24:B3:18 
-65
 AC:23:3F:24:B3:18 
-66
 EC:81:BC:0D:F1:DA 
-79
 C2:DE:96:57:2A:E2 
-72
 C8:2E:E5:77:F2:AB 
-74
 C8:2E:E5:77:F2:AB 
-74
 C1:1D:BF:98:5A:3F 
-79
 1E:2A:9F:D6:CC:12 
-64
 32:67:18:2E:75:B4 
-95
 7C:63:DA:E4:21:30 
-91
 7C:63:DA:E4:21:30 
-91
 C8:50:FD:6A:14:EA 
-69
 35:AA:05:24:FA:21 
-90
 7A:96:2B:C6:CC:14 
-72
 7A:96:2B:C6:CC:14 
-72
 32:67:18:2E:75:B4 
-74
 AC:23:3F:24:C8:AD 
-64
 F5:21:9F:4D:65:99 
-102
 C5:4D:FA:67:11:E7 
-75
 C5:4D:FA:67:11:E7 
-75
 C1:1D:BF:98:5A:3F 
-81
 AC:23:3F:24:AF:81 
-78
 AC:23:3F:24:AF:81 
-78
 EC:A5:DE:FB:86:3E 
-73
 35:AA:05:24:FA:21 
-94
 7C:63:DA:E4:21:30 
-80
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-65
 FF:DB:93:54:27:DF 
-71
 7A:96:2B:C6:CC:14 
-73
 7A:96:2B:C6:CC:14 
-73
 C1:1D:BF:98:5A:3F 
-61
 32:67:18:2E:75:B4 
-81
 3D:AB:63:86:09:1D 
-64
 C8:50:FD:6A:14:EA 
-72
 35:AA:05:24:FA:21 
-95
 32:67:18:2E:75:B4 
-90
 C2:DE:96:57:2A:E2 
-59
 C1:1D:BF:98:5A:3F 
-75
 7C:63:DA:E4:21:30 
-91
 7C:63:DA:E4:21:30 
-92
 32:67:18:2E:75:B4 
-95
 7A:96:2B:C6:CC:14 
-71
 7A:96:2B:C6:CC:14 
-72
 C8:50:FD:6A:14:EA 
-73
 F5:21:9F:4D:65:99 
-96
 F5:21:9F:4D:65:99 
-96
 35:AA:05:24:FA:21 
-89
 32:67:18:2E:75:B4 
-88
 C2:DE:96:57:2A:E2 
-78
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:B3:18 
-65
 AC:23:3F:24:B3:18 
-65
 35:AA:05:24:FA:21 
-82
 32:67:18:2E:75:B4 
-94
 C8:2E:E5:77:F2:AB 
-60
 7C:63:DA:E4:21:30 
-92
 C8:50:FD:6A:14:EA 
-74
 C2:1E:C0:99:5B:40 
-61
 7A:96:2B:C6:CC:14 
-71
 7A:96:2B:C6:CC:14 
-70
 4A:FE:12:57:4B:09 
-97
 EC:81:BC:0D:F1:DA 
-75
 32:67:18:2E:75:B4 
-89
 C2:DE:96:57:2A:E2 
-74
 C1:1D:BF:98:5A:3F 
-73
 35:AA:05:24:FA:21 
-79
 32:67:18:2E:75:B4 
-95
 3D:AB:63:86:09:1D 
-72
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:B3:18 
-70
 35:AA:05:24:FA:21 
-77
 7C:63:DA:E4:21:30 
-94
 7C:63:DA:E4:21:30 
-91
 C2:DE:96:57:2A:E2 
-59
 32:67:18:2E:75:B4 
-77
 7A:96:2B:C6:CC:14 
-72
 7A:96:2B:C6:CC:14 
-72
 4A:FE:12:57:4B:09 
-84
 C1:1D:BF:98:5A:3F 
-73
 EC:A5:DE:FB:86:3E 
-78
 32:67:18:2E:75:B4 
-95
 C8:50:FD:6A:14:EA 
-72
 35:AA:05:24:FA:21 
-91
 C2:DE:96:57:2A:E2 
-73
 32:67:18:2E:75:B4 
-87
 AC:23:3F:24:B3:18 
-70
 7A:96:2B:C6:CC:14 
-72
 7A:96:2B:C6:CC:14 
-72
 C5:4D:FA:67:11:E7 
-75
 C5:4D:FA:67:11:E7 
-75
 32:67:18:2E:75:B4 
-94
 AC:23:3F:24:B3:18 
-77
 C8:50:FD:6A:14:EA 
-53
 35:AA:05:24:FA:21 
-95
 EC:94:19:54:21:2F 
-69
 32:67:18:2E:75:B4 
-79
 C1:1D:BF:98:5A:3F 
-64
 FF:DB:93:54:27:DF 
-86
 FF:DB:93:54:27:DF 
-86
 32:67:18:2E:75:B4 
-88
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:B3:18 
-68
 AC:23:3F:24:C8:AD 
-64
 C8:50:FD:6A:14:EA 
-67
 3D:AB:63:86:09:1D 
-54
 35:AA:05:24:FA:21 
-95
 C8:2E:E5:77:F2:AB 
-80
 C8:2E:E5:77:F2:AB 
-81
 32:67:18:2E:75:B4 
-82
 C2:DE:96:57:2A:E2 
-72
 F5:21:9F:4D:65:99 
-83
 C1:1D:BF:98:5A:3F 
-80
 32:67:18:2E:75:B4 
-88
 1E:2A:9F:D6:CC:12 
-68
 35:AA:05:24:FA:21 
-94
 7A:96:2B:C6:CC:14 
-72
 7A:96:2B:C6:CC:14 
-72
 C1:1D:BF:98:5A:3F 
-79
 35:AA:05:24:FA:21 
-100
 32:67:18:2E:75:B4 
-90
 AC:23:3F:24:C8:AD 
-63
 AC:23:3F:24:C8:AD 
-63
 AC:23:3F:24:C8:AD 
-64
 35:AA:05:24:FA:21 
-90
 32:67:18:2E:75:B4 
-88
 C2:DE:96:57:2A:E2 
-78
 AC:23:3F:24:AF:81 
-71
 7A:96:2B:C6:CC:14 
-63
 7A:96:2B:C6:CC:14 
-63
 35:AA:05:24:FA:21 
-94
 EC:A5:DE:FB:86:3E 
-61
 FE:1A:BC:95:57:3C 
-86
 FE:1A:BC:95:57:3C 
-85
 32:67:18:2E:75:B4 
-89
 F5:21:9F:4D:65:99 
-97
 F5:21:9F:4D:65:99 
-97
 C8:50:FD:6A:14:EA 
-73
 3D:AB:63:86:09:1D 
-64
 32:67:18:2E:75:B4 
-93
 C2:DE:96:57:2A:E2 
-76
 C1:1D:BF:98:5A:3F 
-80
 35:AA:05:24:FA:21 
-93
 AC:23:3F:24:C8:AD 
-72
 7A:96:2B:C6:CC:14 
-65
 7A:96:2B:C6:CC:14 
-64
 EC:94:19:54:21:2F 
-73
 C8:50:FD:6A:14:EA 
-73
 35:AA:05:24:FA:21 
-100
 1E:2A:9F:D6:CC:12 
-50
 AC:23:3F:24:B3:18 
-71
 AC:23:3F:24:B3:18 
-70
 C8:2E:E5:77:F2:AB 
-91
 C8:2E:E5:77:F2:AB 
-91
 35:AA:05:24:FA:21 
-94
 32:67:18:2E:75:B4 
-88
 C5:4D:FA:67:11:E7 
-62
 C8:50:FD:6A:14:EA 
-73
 AC:23:3F:24:C8:AD 
-67
 35:AA:05:24:FA:21 
-98
 32:67:18:2E:75:B4 
-94
 C2:DE:96:57:2A:E2 
-70
 C1:1D:BF:98:5A:3F 
-76
 F5:21:9F:4D:65:99 
-96
 F5:21:9F:4D:65:99 
-96
 EC:81:BC:0D:F1:DA 
-74
 FF:DB:93:54:27:DF 
-92
 FF:DB:93:54:27:DF 
-92
 C8:50:FD:6A:14:EA 
-77
 35:AA:05:24:FA:21 
-90
 3D:AB:63:86:09:1D 
-72
 32:67:18:2E:75:B4 
-78
 AC:23:3F:24:C8:AD 
-67
 AC:23:3F:24:C8:AD 
-67
 C1:1D:BF:98:5A:3F 
-60
 7A:96:2B:C6:CC:14 
-73
 7A:96:2B:C6:CC:14 
-73
 AC:23:3F:24:B3:18 
-69
 32:67:18:2E:75:B4 
-88
 1E:2A:9F:D6:CC:12 
-72
 C2:DE:96:57:2A:E2 
-73
 C1:1D:BF:98:5A:3F 
-71
 EC:A5:DE:FB:86:3E 
-59
 35:AA:05:24:FA:21 
-93
 32:67:18:2E:75:B4 
-78
 7A:96:2B:C6:CC:14 
-69
 7A:96:2B:C6:CC:14 
-69
 C8:50:FD:6A:14:EA 
-72
 AC:23:3F:24:B3:18 
-66
 35:AA:05:24:FA:21 
-77
 C2:DE:96:57:2A:E2 
-83
 32:67:18:2E:75:B4 
-90
 C2:1E:C0:99:5B:40 
-77
 C1:1D:BF:98:5A:3F 
-71
 AC:23:3F:24:B3:18 
-68
 AC:23:3F:24:B3:18 
-69
 35:AA:05:24:FA:21 
-95
 32:67:18:2E:75:B4 
-88
 EC:94:19:54:21:2F 
-62
 FE:1A:BC:95:57:3C 
-88
 FE:1A:BC:95:57:3C 
-88
 7A:96:2B:C6:CC:14 
-68
 7A:96:2B:C6:CC:14 
-68
 4A:FE:12:57:4B:09 
-88
 35:AA:05:24:FA:21 
-90
 C2:DE:96:57:2A:E2 
-82
 32:67:18:2E:75:B4 
-75
 C9:51:FE:6B:15:EB 
-70
 C1:1D:BF:98:5A:3F 
-71
 35:AA:05:24:FA:21 
-94
 AC:23:3F:24:B3:18 
-68
 32:67:18:2E:75:B4 
-75
 C8:50:FD:6A:14:EA 
-72
 C2:DE:96:57:2A:E2 
-79
 32:67:18:2E:75:B4 
-93
 1E:2A:9F:D6:CC:12 
-68
 C1:1D:BF:98:5A:3F 
-79
 4A:FE:12:57:4B:09 
-98
 EC:81:BC:0D:F1:DA 
-70
 35:AA:05:24:FA:21 
-93
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-67
 32:67:18:2E:75:B4 
-89
 F5:21:9F:4D:65:99 
-96
 F5:21:9F:4D:65:99 
-96
 C8:50:FD:6A:14:EA 
-69
 C5:4D:FA:67:11:E7 
-81
 C5:4D:FA:67:11:E7 
-81
 32:67:18:2E:75:B4 
-93
 C1:1D:BF:98:5A:3F 
-80
 AC:23:3F:24:C8:AD 
-48
 7C:63:DA:E4:21:30 
-97
 35:AA:05:24:FA:21 
-91
 7A:96:2B:C6:CC:14 
-69
 7A:96:2B:C6:CC:14 
-68
 32:67:18:2E:75:B4 
-79
 FF:DB:93:54:27:DF 
-88
 FF:DB:93:54:27:DF 
-88
 AC:23:3F:24:AF:81 
-72
 AC:23:3F:24:AF:81 
-72
 35:AA:05:24:FA:21 
-99
 EC:A5:DE:FB:86:3E 
-80
 C2:DE:96:57:2A:E2 
-80
 C1:1D:BF:98:5A:3F 
-68
 3D:AB:63:86:09:1D 
-65
 35:AA:05:24:FA:21 
-93
 32:67:18:2E:75:B4 
-89
 C8:50:FD:6A:14:EA 
-71
 7A:96:2B:C6:CC:14 
-65
 7A:96:2B:C6:CC:14 
-65
 4A:FE:12:57:4B:09 
-87
 35:AA:05:24:FA:21 
-100
 C8:2E:E5:77:F2:AB 
-77
 C8:2E:E5:77:F2:AB 
-77
 C2:DE:96:57:2A:E2 
-79
 32:67:18:2E:75:B4 
-93
 C1:1D:BF:98:5A:3F 
-66
 1E:2A:9F:D6:CC:12 
-70
 35:AA:05:24:FA:21 
-90
 EC:94:19:54:21:2F 
-55
 32:67:18:2E:75:B4 
-90
 C8:50:FD:6A:14:EA 
-75
 32:67:18:2E:75:B4 
-88
 C2:DE:96:57:2A:E2 
-74
 7A:96:2B:C6:CC:14 
-64
 7A:96:2B:C6:CC:14 
-64
 C1:1D:BF:98:5A:3F 
-77
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-65
 AC:23:3F:24:C8:AD 
-66
 FE:1A:BC:95:57:3C 
-77
 FE:1A:BC:95:57:3C 
-78
 32:67:18:2E:75:B4 
-88
 C2:DE:96:57:2A:E2 
-73
 C1:1D:BF:98:5A:3F 
-76
 3D:AB:63:86:09:1D 
-72
 35:AA:05:24:FA:21 
-75
 7A:96:2B:C6:CC:14 
-50
 32:67:18:2E:75:B4 
-90
 C8:50:FD:6A:14:EA 
-75
 F5:21:9F:4D:65:99 
-99
 F5:21:9F:4D:65:99 
-100
 C2:DE:96:57:2A:E2 
-74
 32:67:18:2E:75:B4 
-97
 C1:1D:BF:98:5A:3F 
-75
 35:AA:05:24:FA:21 
-90
 1E:2A:9F:D6:CC:12 
-66
 7C:63:DA:E4:21:30 
-80
 32:67:18:2E:75:B4 
-79
 7A:96:2B:C6:CC:14 
-65
 7A:96:2B:C6:CC:14 
-64
 C8:50:FD:6A:14:EA 
-70
 EC:A5:DE:FB:86:3E 
-74
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:B3:18 
-66
 C5:4D:FA:67:11:E7 
-65
 C2:DE:96:57:2A:E2 
-74
 32:67:18:2E:75:B4 
-78
 C1:1D:BF:98:5A:3F 
-76
 35:AA:05:24:FA:21 
-89
 AC:23:3F:24:B3:18 
-67
 32:67:18:2E:75:B4 
-89
 7C:63:DA:E4:21:30 
-93
 7C:63:DA:E4:21:30 
-93
 AC:23:3F:24:B3:18 
-77
 FF:DB:93:54:27:DF 
-87
 FF:DB:93:54:27:DF 
-86
 C2:DE:96:57:2A:E2 
-73
 32:67:18:2E:75:B4 
-78
 C1:1D:BF:98:5A:3F 
-75
 EC:94:19:54:21:2F 
-75
 35:AA:05:24:FA:21 
-89
 3D:AB:63:86:09:1D 
-70
 F5:21:9F:4D:65:99 
-94
 F5:21:9F:4D:65:99 
-94
 32:67:18:2E:75:B4 
-79
 C8:50:FD:6A:14:EA 
-69
 AC:23:3F:24:C8:AD 
-48
 C2:DE:96:57:2A:E2 
-74
 7C:63:DA:E4:21:30 
-93
 7C:63:DA:E4:21:30 
-94
 32:67:18:2E:75:B4 
-95
 AC:23:3F:24:C8:AD 
-64
 AC:23:3F:24:C8:AD 
-64
 C1:1D:BF:98:5A:3F 
-71
 7A:96:2B:C6:CC:14 
-65
 7A:96:2B:C6:CC:14 
-65
 1E:2A:9F:D6:CC:12 
-72
 C8:50:FD:6A:14:EA 
-69
 35:AA:05:24:FA:21 
-96
 C2:DE:96:57:2A:E2 
-79
 32:67:18:2E:75:B4 
-75
 EC:81:BC:0D:F1:DA 
-77
 C1:1D:BF:98:5A:3F 
-75
 7C:63:DA:E4:21:30 
-94
 7C:63:DA:E4:21:30 
-95
 C2:1E:C0:99:5B:40 
-75
 32:67:18:2E:75:B4 
-84
 7A:96:2B:C6:CC:14 
-64
 7A:96:2B:C6:CC:14 
-64
 C8:50:FD:6A:14:EA 
-69
 AC:23:3F:24:C8:AD 
-48
 35:AA:05:24:FA:21 
-85
 C2:DE:96:57:2A:E2 
-78
 32:67:18:2E:75:B4 
-89
 4A:FE:12:57:4B:09 
-98
 C1:1D:BF:98:5A:3F 
-55
 AC:23:3F:24:B3:18 
-67
 AC:23:3F:24:B3:18 
-66
 AC:23:3F:24:AF:81 
-73
 AC:23:3F:24:AF:81 
-73
 32:67:18:2E:75:B4 
-89
 3D:AB:63:86:09:1D 
-50
 7C:63:DA:E4:21:30 
-83
 EC:A5:DE:FB:86:3E 
-79
 C8:50:FD:6A:14:EA 
-55
 7A:96:2B:C6:CC:14 
-62
 35:AA:05:24:FA:21 
-95
 32:67:18:2E:75:B4 
-87
 C1:1D:BF:98:5A:3F 
-69
 35:AA:05:24:FA:21 
-89
 32:67:18:2E:75:B4 
-91
 1E:2A:9F:D6:CC:12 
-54
